alien_name,enemy_name,alien1_species,alien1_home_planet,alien1_strength_level,alien1_speed_level,alien1_intelligence,alien2_species,alien2_home_planet,alien2_strength_level,alien2_speed_level,alien2_intelligence,winner
Feedback,Ultimate Swampfire,Norite,Beta Hydri,7,4,10,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Overflow,Big Chill,Receiveite,Nebulon,6,7,8,Sourceite,Vortis,9,5,8,Big Chill
Glitch Ben,Chamalien,Oilite,Vega,8,4,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Ditto,Swampfire,Workite,Alpha Centauri,8,4,6,Electionite,Krypton,9,4,10,Swampfire
Ultimate Swampfire,Jury Rigg,Centuryite,Ego the Living Planet,9,10,10,Toughite,Qonos,7,4,8,Ultimate Swampfire
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Aite,Vulcan,5,6,7,Snare-oh
Bullfrag,Ultimate Big Chill,Politicalite,Ego the Living Planet,5,10,5,Herite,Sirius,9,10,9,Ultimate Big Chill
Eatle,Ultimate Way Big,Valueite,Orion Nebula,5,7,5,Threeite,Hala,7,4,6,Ultimate Way Big
Shocksquatch,Cannonbolt,Everite,Omega Centauri,9,6,6,Minuteite,Nebulon,10,10,7,Cannonbolt
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Goop,Whampire,Alsoite,Ego the Living Planet,9,8,7,Riskite,Zygara,9,10,6,Whampire
Pesky Dust,Way Big,Simpleite,Nexus Prime,6,7,7,Formite,Tierra Nova,7,8,10,Way Big
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Ghostfreak,Cannonbolt,Maybeite,Solaris,8,8,6,Minuteite,Nebulon,10,10,7,Ghostfreak
Gax,Ball Weevil,Girlite,Altair IV,9,5,6,Darkite,Tierra Nova,10,10,8,Ball Weevil
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Big Chill
Snare-oh,Echo Echo,Aite,Vulcan,5,6,7,Leaderite,Rylos,8,4,8,Echo Echo
Shocksquatch,Cannonbolt,Everite,Omega Centauri,9,6,6,Minuteite,Nebulon,10,10,7,Shocksquatch
Jury Rigg,Four Arms,Toughite,Qonos,7,4,8,Decideite,Epsilon Eridani,8,4,5,Four Arms
Way Big,Four Arms,Formite,Tierra Nova,7,8,10,Decideite,Epsilon Eridani,8,4,5,Way Big
Jury Rigg,Four Arms,Toughite,Qonos,7,4,8,Decideite,Epsilon Eridani,8,4,5,Jury Rigg
Wildmutt,Shocksquatch,Chanceite,Epsilon Eridani,8,6,10,Everite,Omega Centauri,9,6,6,Wildmutt
Brainstorm,Terraspin,Somebodyite,Xenon,7,4,7,Mostite,Orion Nebula,10,6,7,Terraspin
Big Chill,Ultimate Cannonbolt,Sourceite,Vortis,9,5,8,Spaceite,Xandar,8,9,9,Ultimate Cannonbolt
Jetpack Alien,Ghostfreak,Townite,Tau Ceti,8,9,8,Maybeite,Solaris,8,8,6,Jetpack Alien
Feedback,Lodestar,Norite,Beta Hydri,7,4,10,Cellite,Krypton,6,8,10,Feedback
Pesky Dust,Way Big,Simpleite,Nexus Prime,6,7,7,Formite,Tierra Nova,7,8,10,Way Big
Toepick,Blitzwolfer,Whereite,Xandar,7,6,9,Storeite,Talos IV,9,6,6,Toepick
Upchuck,Armodrillo,Particularlyite,Altair IV,7,10,5,Discussionite,Tierra Nova,5,4,10,Upchuck
Ultimate Echo Echo,Ultimate Way Big,Totalite,Solaris,6,6,9,Threeite,Hala,7,4,6,Ultimate Echo Echo
Eye Guy,Fasttrack,Middleite,Kratos IV,10,4,8,Programite,Altair IV,9,10,10,Fasttrack
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Rath,Eatle,Bestite,Vega,5,8,8,Valueite,Orion Nebula,5,7,5,Eatle
Hot Shot,Gutrot,Personite,Epsilon Eridani,9,9,7,Thusite,Krypton,6,10,10,Hot Shot
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Jetray
Wildvine,Ultimate Swampfire,Withoutite,Solaris,9,5,8,Centuryite,Ego the Living Planet,9,10,10,Wildvine
Ghostfreak,Ultimate Way Big,Maybeite,Solaris,8,8,6,Threeite,Hala,7,4,6,Ultimate Way Big
Astrodactyl,Ultimate Gravattack,Acrossite,Hala,10,7,8,Actite,Rylos,10,4,7,Ultimate Gravattack
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Lodestar
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Aite,Vulcan,5,6,7,Frankenstrike
Kickin Hawk,AmpFibian,Loseite,Tierra Nova,8,5,8,Particularite,Zantron,5,8,5,AmpFibian
Terraspin,Ultimate Big Chill,Mostite,Orion Nebula,10,6,7,Herite,Sirius,9,10,9,Terraspin
Ultimate Way Big,Overflow,Threeite,Hala,7,4,6,Receiveite,Nebulon,6,7,8,Overflow
Diamondhead,Snare-oh,Evidenceite,Vega,7,7,9,Aite,Vulcan,5,6,7,Diamondhead
Ditto,Swampfire,Workite,Alpha Centauri,8,4,6,Electionite,Krypton,9,4,10,Swampfire
Grey Matter,Ultimate Big Chill,Groundite,Krypton,8,4,6,Herite,Sirius,9,10,9,Ultimate Big Chill
Diamondhead,Snare-oh,Evidenceite,Vega,7,7,9,Aite,Vulcan,5,6,7,Diamondhead
Shock Rock,Eatle,Littleite,Rylos,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
Chamalien,Pesky Dust,Articleite,Alpha Centauri,5,4,5,Simpleite,Nexus Prime,6,7,7,Chamalien
Alien X,Ultimate Swampfire,Indeedite,Andromeda Prime,7,8,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
XLR8,Gravattack,Withoutite,Beta Hydri,9,5,8,Greenite,Kratos IV,5,7,6,Gravattack
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Big Chill
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Aite,Vulcan,5,6,7,Frankenstrike
Water Hazard,Upgrade,Seaite,Xandar,9,10,8,Minuteite,Pandora,9,7,10,Water Hazard
Upgrade,Big Chill,Minuteite,Pandora,9,7,10,Sourceite,Vortis,9,5,8,Upgrade
