alien_name,enemy_name,alien1_species,alien1_home_planet,alien1_strength_level,alien1_speed_level,alien1_intelligence,alien2_species,alien2_home_planet,alien2_strength_level,alien2_speed_level,alien2_intelligence,winner
Kickin Hawk,Snare-oh,Actionite,Vega,8,7,8,Decideite,Alpha Centauri,5,7,5,Chamalien
Ultimate Wildmutt,Jetpack Alien,Particularlyite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Water Hazard,Ultimate Swampfire,Withoutite,Andromeda Prime,9,10,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Wildvine,Ultimate Cannonbolt,Loseite,Vega,9,4,6,Herite,Nebulon,5,6,7,Eatle
AmpFibian,Ultimate Way Big,Spaceite,Alpha Centauri,7,4,6,Cellite,Tierra Nova,9,10,10,Hot Shot
Astrodactyl,Lodestar,Middleite,Altair IV,10,7,5,Leaderite,Nebulon,9,4,8,Big Chill
Ultimate Big Chill,Ultimate Swampfire,Maybeite,Pandora,9,4,10,Cellite,Altair IV,9,10,10,Big Chill
Blitzwolfer,Toepick,Personite,Talos IV,7,6,6,Whereite,Xandar,7,6,9,Toepick
Jury Rigg,Jetpack Alien,Candidateite,Altair IV,5,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Ultimate Way Big,Big Chill,Minuteite,Pandora,10,7,10,Sourceite,Vortis,9,5,8,Big Chill
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Hot Shot,Ultimate Way Big,Taxite,Orion Nebula,5,9,5,Threeite,Hala,8,4,6,Grey Matter
Big Chill,Jury Rigg,Decideite,Vulcan,5,4,10,Threeite,Rylos,10,4,7,Ultimate Echo Echo
Goop,Toepick,Totalite,Andromeda Prime,9,4,5,Herite,Xandar,9,6,9,Mole-Stache
Toepick,Ultimate Way Big,Acrossite,Solaris,5,6,10,Earlyite,Altair IV,6,6,7,Stinkfly
Jetray,Ultimate Big Chill,Alsoite,Andromeda Prime,9,10,6,Riskite,Sirius,9,10,10,Ultimate Big Chill
Atomix,Ultimate Cannonbolt,Herite,Nebulon,10,10,10,Sourceite,Vortis,8,5,8,Big Chill
Cannonbolt,Big Chill,Minuteite,Nebulon,10,10,5,Sourceite,Vortis,9,5,8,AmpFibian
Ghostfreak,Blitzwolfer,Evidenceite,Vega,9,6,9,Minuteite,Nebulon,10,6,7,Ultimate Big Chill
Ultimate Echo Echo,Ultimate Gravattack,Dealite,Hala,8,7,5,Articleite,Rylos,7,4,5,Gravattack
XLR8,Way Big,Norite,Zantron,6,7,7,Decideite,Tierra Nova,7,8,10,Goop
Fasttrack,Cannonbolt,Mostite,Solaris,9,6,6,Whereite,Beta Hydri,7,6,9,Overflow
The Worst,Ultimate Big Chill,Bestite,Tau Ceti,7,9,9,Particularlyite,Beta Hydri,6,4,10,Terraspin
Shocksquatch,Armodrillo,Everite,Solaris,10,9,7,Receiveite,Hala,9,10,10,Ultimate Spidermonkey
Ghostfreak,Ultimate Swampfire,Programite,Nebulon,7,10,6,Centuryite,Tierra Nova,9,8,10,Jetray
Toepick,Ultimate Way Big,Aite,Xandar,8,9,5,Decideite,Krypton,7,4,6,Swampfire
Eatle,Big Chill,Loseite,Hala,9,7,10,Sendite,Alpha Centauri,9,6,10,Ultimate Swampfire
Ghostfreak,Toepick,Indeedite,Hala,9,6,5,Actite,Kratos IV,7,4,9,Slapback
Way Big,Chamalien,Workite,Tierra Nova,8,4,5,Particularlyite,Epsilon Eridani,5,8,6,Ditto
Hot Shot,Ultimate Echo Echo,Personite,Tau Ceti,5,6,7,Threeite,Epsilon Eridani,7,6,9,Grey Matter
Walkatrout,Four Arms,Taxite,Tierra Nova,10,9,5,Decideite,Vega,8,9,6,Grey Matter
Ultimate Big Chill,Ultimate Big Chill,Personite,Ego the Living Planet,9,10,6,Electionite,Zygara,7,10,6,Jetray
Walkatrout,Ditto,Respondite,Altair IV,5,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Gax,Terraspin,Actionite,Xenon,7,7,6,Whereite,Krypton,10,6,7,Snare-oh
Blitzwolfer,Ultimate Swampfire,Personite,Talos IV,9,6,6,Whereite,Xandar,9,6,9,Toepick
Terraspin,Shocksquatch,Respondite,Nebulon,5,7,7,Storeite,Beta Hydri,7,4,6,Echo Echo
XLR8,AmpFibian,Oilite,Vega,7,4,9,Particularite,Zantron,5,7,5,AmpFibian
Rath,Fasttrack,Bestite,Rylos,8,5,8,Earlyite,Alpha Centauri,6,4,6,Chamalien
Spidermonkey,Cannonbolt,Receiveite,Zygara,7,5,9,Dealite,Zygara,6,10,9,Ultimate Big Chill
AmpFibian,Upgrade,Eastite,Vega,7,5,9,Particularite,Zantron,5,10,10,Overflow
Feedback,Ultimate Echo Echo,Maybeite,Krypton,5,8,5,Storeite,Zygara,7,4,6,Upchuck
Cannonbolt,Big Chill,Maybeite,Beta Hydri,9,10,8,Sourceite,Vega,9,10,8,Upgrade
Stinkfly,Ultimate Way Big,Agentite,Hala,5,8,5,Threeite,Hala,8,4,6,Grey Matter
Jury Rigg,Grey Matter,Nameite,Pandora,7,10,8,Oilite,Altair IV,9,10,8,Wildvine
Alien X,Four Arms,Minuteite,Altair IV,10,5,5,Sendite,Krypton,6,9,8,Big Chill
Blitzwolfer,AmpFibian,Taxite,Zantron,7,7,9,Formite,Zantron,5,4,10,Armodrillo
The Worst,Snare-oh,Girlite,Vega,9,5,6,Aite,Orion Nebula,5,7,5,Eatle
Chromastone,Ultimate Swampfire,Townite,Andromeda Prime,10,9,8,Groundite,Ego the Living Planet,7,5,8,NRG
Ditto,Ultimate Way Big,Littleite,Tau Ceti,5,9,5,Decideite,Tierra Nova,9,4,8,Upchuck
Ultimate Wildmutt,Four Arms,Respondite,Vulcan,10,9,10,Townite,Tau Ceti,8,4,8,Blitzwolfer
Big Chill,Four Arms,Decideite,Tierra Nova,10,4,8,Spaceite,Epsilon Eridani,5,7,5,Glitch Ben
Spidermonkey,Four Arms,Townite,Zygara,7,4,6,Maybeite,Nebulon,5,4,10,Frankenstrike
Way Big,NRG,Articleite,Vortis,7,4,8,Earlyite,Vulcan,8,4,6,Ultimate Spidermonkey
Ultimate Big Chill,Ultimate Swampfire,Alsoite,Solaris,5,10,6,Centuryite,Ego the Living Planet,9,10,10,Lodestar
Four Arms,Armodrillo,Seaite,Kratos IV,9,8,9,Chanceite,Krypton,10,8,10,XLR8
Crashhopper,Terraspin,Greenite,Hala,7,7,6,Withoutite,Vulcan,6,6,10,Ghostfreak
Spidermonkey,AmpFibian,Dealite,Vortis,6,4,9,Threeite,Tierra Nova,7,8,10,Overflow
Ultimate Spidermonkey,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Ultimate Wildmutt
Gravattack,Ultimate Gravattack,Candidateite,Tierra Nova,5,7,5,Everite,Altair IV,7,4,6,Kickin Hawk
Ultimate Spidermonkey,Snare-oh,Totalite,Vega,6,4,6,Candidateite,Zantron,5,8,5,Crashhopper
Walkatrout,Ultimate Way Big,Aite,Vulcan,5,9,8,Oilite,Alpha Centauri,8,4,6,Four Arms
Four Arms,Bloxx,Norite,Hala,5,7,10,Receiveite,Vega,10,4,6,Humungousaur
Grey Matter,Ultimate Spidermonkey,Individualite,Vulcan,6,9,8,Ontoite,Solaris,6,8,6,Ultimate Way Big
Upchuck,Lodestar,Dealite,Altair IV,7,4,8,Everite,Altair IV,9,4,7,Bloxx
Shock Rock,Eatle,Littleite,Vega,7,5,6,Valueite,Orion Nebula,5,7,5,Eatle
Alien X,Ultimate Swampfire,Alsoite,Ego the Living Planet,9,10,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Goop,Ultimate Cannonbolt,Mostite,Sirius,9,7,8,Centuryite,Rylos,9,5,8,Toepick
Pesky Dust,NRG,Cellite,Vega,7,10,6,Cellite,Zygara,8,8,5,Big Chill
Crashhopper,AmpFibian,Loseite,Vega,7,5,8,Valueite,Zantron,5,7,5,Armodrillo
Jetray,Fasttrack,Loseite,Xandar,7,5,6,Dealite,Vulcan,9,8,6,Gravattack
Terraspin,Slapback,Personite,Xandar,6,6,7,Herite,Altair IV,7,10,9,Armodrillo
Chamalien,Ultimate Wildmutt,Faceite,Omega Centauri,9,6,6,Withoutite,Ego the Living Planet,6,7,9,Swampfire
Brainstorm,Snare-oh,Somebodyite,Xenon,7,6,9,Aite,Solaris,10,6,7,Snare-oh
Eye Guy,Terraspin,Faceite,Orion Nebula,7,4,6,Threeite,Talos IV,6,10,5,Ultimate Swampfire
Feedback,Ditto,Simpleite,Zantron,10,7,5,Threeite,Hala,8,4,6,Ditto
Four Arms,Way Big,Electionite,Tau Ceti,5,6,6,Particularite,Krypton,6,6,9,Swampfire
Astrodactyl,Big Chill,Acrossite,Nebulon,6,7,8,Sourceite,Vulcan,9,5,8,Gravattack
Slapback,Ultimate Big Chill,Alsoite,Ego the Living Planet,9,10,6,Ontoite,Zygara,9,10,6,Ultimate Swampfire
Terraspin,Wildmutt,Personite,Orion Nebula,9,6,7,Dealite,Sirius,7,10,9,Ultimate Echo Echo
Terraspin,Toepick,Mostite,Orion Nebula,7,6,7,Whereite,Xandar,7,6,9,Toepick
Alien X,Ultimate Swampfire,Herite,Epsilon Eridani,9,10,9,Groundite,Hala,9,8,9,Pesky Dust
Bloxx,Jetpack Alien,Respondite,Altair IV,5,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Kickin Hawk,Eatle,Withoutite,Zygara,9,5,6,Valueite,Kratos IV,5,7,5,Glitch Ben
Spidermonkey,Gravattack,Decideite,Vega,8,7,9,Threeite,Alpha Centauri,8,4,6,Atomix
Brainstorm,Snare-oh,Actionite,Xenon,7,7,10,Aite,Vulcan,5,6,7,Snare-oh
Big Chill,Chamalien,Acrossite,Vortis,10,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Humungousaur,Upgrade,Darkite,Altair IV,7,7,8,Aite,Alpha Centauri,5,4,6,Grey Matter
Four Arms,Ghostfreak,Candidateite,Tierra Nova,9,7,7,Threeite,Talos IV,7,4,10,NRG
Ultimate Big Chill,Whampire,Indeedite,Andromeda Prime,9,8,6,Riskite,Sirius,9,10,9,Blitzwolfer
Mole-Stache,Lodestar,Townite,Epsilon Eridani,7,4,5,Actite,Krypton,7,4,6,Lodestar
Hot Shot,Lodestar,Personite,Vega,7,9,9,Particularite,Tierra Nova,6,6,7,Brainstorm
Diamondhead,Armodrillo,Withoutite,Zygara,7,4,6,Storeite,Orion Nebula,10,7,5,Frankenstrike
Diamondhead,Eatle,Colorite,Vega,7,7,6,Valueite,Vulcan,5,4,5,Lodestar
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Ultimate Gravattack
XLR8,Gravattack,Whereite,Tierra Nova,7,4,5,Discussionite,Altair IV,6,10,10,AmpFibian
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Vega,8,9,8,Jetpack Alien
Diamondhead,Ultimate Way Big,Respondite,Epsilon Eridani,7,7,7,Whereite,Xandar,7,4,6,Ultimate Echo Echo
Ultimate Echo Echo,Ultimate Way Big,Valueite,Tau Ceti,6,8,7,Formite,Tierra Nova,7,8,6,Ultimate Way Big
Chamalien,Gutrot,Dealite,Epsilon Eridani,7,7,6,Aite,Kratos IV,7,7,5,Ultimate Echo Echo
Atomix,Ultimate Way Big,Alsoite,Xandar,9,8,9,Earlyite,Tierra Nova,8,7,6,Slapback
Shocksquatch,Gravattack,Candidateite,Omega Centauri,7,6,8,Greenite,Orion Nebula,10,6,7,Astrodactyl
Rath,Eatle,Toughite,Tierra Nova,8,4,5,Totalite,Epsilon Eridani,5,4,5,Eatle
Fasttrack,Whampire,Totalite,Zygara,7,10,8,Workite,Talos IV,9,10,9,Wildmutt
AmpFibian,Armodrillo,Herite,Nexus Prime,6,6,9,Programite,Hala,7,4,10,Grey Matter
Frankenstrike,Terraspin,Actionite,Xenon,7,7,7,Mostite,Vulcan,10,6,7,Terraspin
Glitch Ben,Jury Rigg,Electionite,Hala,9,4,9,Discussionite,Talos IV,9,4,5,Whampire
Ultimate Humungousaur,Way Big,Somebodyite,Vega,7,9,9,Groundite,Epsilon Eridani,7,8,6,Rath
Cannonbolt,Big Chill,Minuteite,Sirius,10,7,7,Sourceite,Vortis,9,5,8,Big Chill
Ultimate Swampfire,Whampire,Electionite,Alpha Centauri,6,7,6,Threeite,Zygara,9,10,10,Pesky Dust
Toepick,Ultimate Spidermonkey,Townite,Vulcan,6,6,7,Agentite,Pandora,7,10,10,Pesky Dust
Jetray,Snare-oh,Loseite,Nebulon,9,5,6,Riskite,Sirius,6,6,9,Ultimate Echo Echo
Goop,Ultimate Swampfire,Personite,Ego the Living Planet,9,10,6,Whereite,Sirius,9,6,9,Ultimate Swampfire
Mole-Stache,Pesky Dust,Alsoite,Zantron,9,4,10,Formite,Zantron,9,10,10,Overflow
Terraspin,Ultimate Way Big,Faceite,Beta Hydri,8,4,10,Electionite,Tierra Nova,9,4,10,Feedback
Frankenstrike,AmpFibian,Actionite,Vega,7,4,8,Simpleite,Zantron,5,7,5,Snare-oh
Atomix,Feedback,Withoutite,Xandar,6,8,10,Threeite,Vulcan,10,4,10,Frankenstrike
Pesky Dust,Snare-oh,Girlite,Epsilon Eridani,7,6,6,Toughite,Nebulon,10,6,7,Feedback
Toepick,Ball Weevil,Indeedite,Ego the Living Planet,10,10,8,Herite,Sirius,7,10,9,Ultimate Big Chill
Jury Rigg,Big Chill,Minuteite,Pandora,10,10,10,Riskite,Vortis,9,5,8,Cannonbolt
Gravattack,Way Big,Withoutite,Xandar,6,8,9,Agentite,Tierra Nova,7,8,10,XLR8
Stinkfly,Ultimate Big Chill,Candidateite,Andromeda Prime,9,10,5,Centuryite,Ego the Living Planet,9,10,9,Heatblast
Mole-Stache,Ball Weevil,Indeedite,Solaris,9,10,10,Agentite,Kratos IV,9,10,10,Ultimate Swampfire
Upgrade,Big Chill,Minuteite,Nebulon,9,7,8,Sourceite,Vortis,9,5,8,Big Chill
AmpFibian,Way Big,Particularite,Xandar,5,8,9,Formite,Tierra Nova,7,8,10,Jetray
Toepick,Snare-oh,Candidateite,Rylos,7,8,6,Candidateite,Altair IV,6,6,9,Snare-oh
Slapback,Jetray,Alsoite,Talos IV,7,6,6,Personite,Nebulon,5,10,7,NRG
Glitch Ben,Chamalien,Loseite,Beta Hydri,8,4,8,Articleite,Alpha Centauri,5,7,5,Ultimate Spidermonkey
Snare-oh,Blitzwolfer,Everite,Epsilon Eridani,7,4,6,Aite,Zygara,5,6,5,Frankenstrike
Stinkfly,Gutrot,Candidateite,Tierra Nova,7,5,8,Togetherite,Altair IV,5,7,5,Ball Weevil
Kickin Hawk,NRG,Loseite,Vortis,10,5,8,Discussionite,Zygara,9,4,5,Wildmutt
Ultimate Echo Echo,Grey Matter,Totalite,Nexus Prime,6,7,5,Threeite,Solaris,5,4,9,Mole-Stache
Pesky Dust,Ultimate Spidermonkey,Groundite,Alpha Centauri,10,7,10,Oilite,Alpha Centauri,9,4,10,Ultimate Echo Echo
Ghostfreak,Walkatrout,Politicalite,Vulcan,9,6,5,Electionite,Hala,6,4,10,Heatblast
Chamalien,Overflow,Formite,Vega,8,4,6,Decideite,Epsilon Eridani,6,8,5,Ditto
Ultimate Big Chill,Ultimate Big Chill,Alsoite,Ego the Living Planet,9,10,6,Centuryite,Sirius,9,10,8,Ultimate Big Chill
NRG,Terraspin,Decideite,Orion Nebula,9,4,10,Toughite,Tierra Nova,6,6,7,Chamalien
Chamalien,Grey Matter,Respondite,Altair IV,5,9,5,Townite,Epsilon Eridani,8,9,8,Ultimate Wildmutt
XLR8,AmpFibian,Withoutite,Rylos,9,5,6,Valueite,Kratos IV,5,7,5,Upchuck
Gax,Jetpack Alien,Girlite,Orion Nebula,9,6,7,Whereite,Rylos,7,6,9,NRG
Terraspin,Toepick,Personite,Orion Nebula,9,6,6,Herite,Xandar,7,6,9,Ultimate Big Chill
Walkatrout,Way Big,Totalite,Kratos IV,5,9,9,Groundite,Zantron,7,8,6,Armodrillo
Diamondhead,Grey Matter,Workite,Altair IV,10,9,8,Decideite,Altair IV,8,4,8,Humungousaur
Gravattack,Ultimate Swampfire,Eastite,Altair IV,10,9,10,Electionite,Ego the Living Planet,6,10,10,Fasttrack
Jetpack Alien,Ultimate Echo Echo,Candidateite,Vega,10,9,6,Mostite,Solaris,6,6,6,Gravattack
Eye Guy,Heatblast,Faceite,Beta Hydri,7,9,9,Workite,Tierra Nova,5,8,6,Fasttrack
Swampfire,Fasttrack,Valueite,Zygara,7,4,6,Riskite,Altair IV,6,6,10,Mole-Stache
Blitzwolfer,Grey Matter,Toughite,Vega,8,4,9,Earlyite,Tierra Nova,8,4,5,Wildmutt
Upgrade,Big Chill,Minuteite,Pandora,9,10,10,Sourceite,Vortis,9,5,8,Wildmutt
Ultimate Spidermonkey,Overflow,Candidateite,Vortis,10,9,9,Threeite,Krypton,7,9,5,Ultimate Way Big
The Worst,Wildmutt,Middleite,Vulcan,8,4,6,Aite,Tierra Nova,6,10,10,Swampfire
Diamondhead,Four Arms,Ontoite,Ego the Living Planet,9,9,5,Townite,Vega,8,8,8,Goop
Bullfrag,Snare-oh,Totalite,Vega,7,4,9,Spaceite,Talos IV,8,4,5,Toepick
Goop,Swampfire,Norite,Ego the Living Planet,9,10,10,Centuryite,Ego the Living Planet,9,10,10,Fasttrack
Jetray,Ultimate Swampfire,Electionite,Tau Ceti,9,7,8,Formite,Ego the Living Planet,9,8,10,Ultimate Humungousaur
Spidermonkey,Way Big,Dealite,Tau Ceti,7,9,9,Groundite,Krypton,6,8,10,Swampfire
Hot Shot,Fasttrack,Indeedite,Sirius,9,9,7,Receiveite,Hala,9,10,10,Ultimate Humungousaur
Snare-oh,Big Chill,Agentite,Nebulon,6,7,10,Sourceite,Vortis,9,5,8,Big Chill
Pesky Dust,Ultimate Swampfire,Centuryite,Ego the Living Planet,9,10,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Overflow,Big Chill,Minuteite,Nebulon,9,7,7,Sourceite,Vortis,9,5,8,Upgrade
Upgrade,Big Chill,Minuteite,Nebulon,9,7,10,Sourceite,Vortis,9,5,8,Cannonbolt
Terraspin,Swampfire,Individualite,Beta Hydri,9,8,8,Sendite,Solaris,6,10,8,Stinkfly
Crashhopper,Four Arms,Dealite,Tierra Nova,10,4,9,Valueite,Alpha Centauri,8,4,5,Snare-oh
Gravattack,NRG,Darkite,Hala,5,6,10,Electionite,Rylos,10,4,6,Goop
Ultimate Echo Echo,Snare-oh,Cellite,Tau Ceti,6,7,9,Electionite,Tierra Nova,7,8,9,Terraspin
Shock Rock,Cannonbolt,Withoutite,Vega,7,8,10,Centuryite,Krypton,9,8,10,Ultimate Swampfire
Goop,Ultimate Swampfire,Withoutite,Andromeda Prime,9,10,7,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
The Worst,Gutrot,Girlite,Altair IV,7,10,8,Personite,Krypton,5,10,5,Jury Rigg
Upchuck,Terraspin,Lateite,Tierra Nova,7,4,7,Threeite,Nexus Prime,6,4,7,Four Arms
Walkatrout,Ultimate Way Big,Personite,Ego the Living Planet,10,6,7,Discussionite,Xandar,8,10,9,Ultimate Echo Echo
The Worst,Wildmutt,Respondite,Rylos,10,9,7,Actite,Beta Hydri,10,4,9,Ultimate Wildmutt
Gravattack,Ultimate Gravattack,Totalite,Alpha Centauri,5,8,5,Formite,Tierra Nova,8,4,10,The Worst
Crashhopper,Snare-oh,Withoutite,Vega,7,4,6,Greenite,Orion Nebula,5,7,5,Eatle
Spidermonkey,Ultimate Cannonbolt,Togetherite,Altair IV,7,7,10,Darkite,Nebulon,9,7,5,Diamondhead
Ultimate Spidermonkey,Four Arms,Alsoite,Xenon,7,7,7,Evidenceite,Tierra Nova,8,4,8,Ultimate Way Big
Ditto,Way Big,Loseite,Vega,7,4,9,Particularite,Zantron,6,8,10,NRG
Upgrade,Big Chill,Minuteite,Nebulon,10,7,8,Sourceite,Vortis,9,5,8,Blitzwolfer
Upchuck,Snare-oh,Faceite,Rylos,8,4,5,Spaceite,Epsilon Eridani,5,8,5,Ultimate Echo Echo
Upchuck,Four Arms,Littleite,Rylos,7,4,6,Valueite,Vega,5,6,5,Four Arms
Hot Shot,Ultimate Echo Echo,Individualite,Xandar,7,8,9,Formite,Krypton,7,8,9,Ultimate Echo Echo
Ultimate Wildmutt,Armodrillo,Workite,Vulcan,10,9,5,Townite,Alpha Centauri,9,4,8,Ultimate Spidermonkey
Fasttrack,Chamalien,Decideite,Vega,10,7,7,Discussionite,Vega,8,4,8,Glitch Ben
Glitch Ben,Lodestar,Candidateite,Zygara,7,10,8,Sendite,Vega,5,10,6,Four Arms
Rath,Eatle,Littleite,Rylos,9,5,8,Valueite,Orion Nebula,5,7,5,Eatle
Humungousaur,Ultimate Gravattack,Lateite,Rylos,7,8,10,Actite,Rylos,10,4,7,Humungousaur
Overflow,Gravattack,Particularlyite,Zygara,10,7,8,Discussionite,Alpha Centauri,7,4,6,Armodrillo
Brainstorm,Snare-oh,Somebodyite,Xenon,7,4,7,Mostite,Orion Nebula,10,6,7,Terraspin
Shock Rock,Eatle,Withoutite,Beta Hydri,9,5,8,Valueite,Alpha Centauri,5,7,5,Chamalien
Fasttrack,Four Arms,Formite,Vulcan,10,5,10,Oilite,Epsilon Eridani,8,4,6,Chamalien
Upchuck,Ball Weevil,Maybeite,Solaris,7,4,10,Totalite,Tierra Nova,10,4,10,Ultimate Swampfire
Rath,Eatle,Littleite,Vega,7,4,6,Valueite,Vulcan,5,7,5,Eatle
Ultimate Spidermonkey,Snare-oh,Electionite,Zygara,9,8,6,Minuteite,Orion Nebula,6,7,7,Blitzwolfer
Cannonbolt,Big Chill,Minuteite,Sirius,7,7,10,Sourceite,Vortis,9,5,8,Upgrade
Way Big,Jetray,Oilite,Tau Ceti,8,4,8,Electionite,Vulcan,9,4,6,Mole-Stache
XLR8,Chamalien,Sourceite,Vortis,10,5,8,Articleite,Vulcan,5,4,5,Chamalien
Frankenstrike,Toepick,Candidateite,Orion Nebula,9,8,7,Totalite,Xandar,7,6,9,Hot Shot
Terraspin,Ultimate Big Chill,Personite,Solaris,9,6,7,Riskite,Xandar,7,6,9,Toepick
Toepick,Lodestar,Personite,Nexus Prime,9,4,6,Chanceite,Vega,6,6,9,Jetray
Four Arms,Ultimate Way Big,Whereite,Epsilon Eridani,5,9,9,Formite,Krypton,7,4,10,Ultimate Echo Echo
Ditto,Ultimate Way Big,Decideite,Vulcan,5,9,5,Thusite,Vega,7,4,6,Gax
Ultimate Cannonbolt,Gravattack,Respondite,Altair IV,10,9,5,Darkite,Tierra Nova,9,9,8,Jetpack Alien
Mole-Stache,Way Big,Dealite,Vega,7,7,5,Receiveite,Krypton,9,8,10,Swampfire
Astrodactyl,Four Arms,Workite,Vulcan,9,10,10,Dealite,Hala,7,4,8,Grey Matter
Eatle,Pesky Dust,Spaceite,Hala,8,5,6,Evidenceite,Nexus Prime,5,4,9,Jury Rigg
Ultimate Wildmutt,Jetpack Alien,Particularlyite,Orion Nebula,10,9,5,Groundite,Tau Ceti,8,9,8,Ultimate Spidermonkey
Jetray,Jury Rigg,Herite,Krypton,6,10,10,Centuryite,Zygara,7,10,10,Cannonbolt
Upchuck,Eatle,Particularlyite,Vega,7,4,6,Valueite,Zantron,5,7,5,Eatle
XLR8,Feedback,Withoutite,Vega,9,10,10,Maybeite,Krypton,9,10,10,Ultimate Swampfire
Wildmutt,Ultimate Big Chill,Personite,Ego the Living Planet,9,6,9,Riskite,Sirius,9,10,9,Ultimate Big Chill
Crashhopper,AmpFibian,Colorite,Vega,7,7,9,Particularite,Zantron,5,8,5,Crashhopper
Mole-Stache,Chamalien,Withoutite,Solaris,9,4,6,Receiveite,Zantron,5,7,5,Mole-Stache
Shocksquatch,Ultimate Swampfire,Aite,Orion Nebula,10,5,8,Minuteite,Hala,9,10,6,Goop
Fasttrack,Ghostfreak,Seaite,Epsilon Eridani,7,4,6,Spaceite,Qonos,9,10,7,NRG
Rath,Eatle,Littleite,Rylos,7,5,6,Valueite,Vulcan,5,7,5,Eatle
Ultimate Humungousaur,Bloxx,Littleite,Vega,7,9,6,Minuteite,Krypton,8,8,5,The Worst
Ultimate Echo Echo,AmpFibian,Alsoite,Talos IV,10,9,9,Thusite,Krypton,6,6,9,Swampfire
Atomix,Big Chill,Minuteite,Altair IV,10,8,10,Oilite,Vortis,9,5,8,Upgrade
Kickin Hawk,Ultimate Spidermonkey,Sendite,Vega,10,4,5,Discussionite,Nebulon,8,8,6,Ghostfreak
Feedback,Jetray,Bestite,Beta Hydri,8,4,6,Spaceite,Hala,5,6,5,Chamalien
Alien X,Ultimate Swampfire,Everite,Xandar,6,10,9,Sendite,Tierra Nova,9,8,10,Ultimate Swampfire
Alien X,Ultimate Big Chill,Alsoite,Altair IV,9,10,10,Agentite,Sirius,9,10,10,Ultimate Big Chill
Wildvine,Slapback,Dealite,Tau Ceti,6,5,6,Threeite,Xandar,5,6,9,Slapback
The Worst,Ultimate Swampfire,Girlite,Pandora,10,7,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Terraspin,Ultimate Big Chill,Simpleite,Talos IV,9,4,9,Chanceite,Sirius,9,6,9,Swampfire
Astrodactyl,Echo Echo,Programite,Kratos IV,6,10,7,Actite,Nebulon,9,10,10,Ultimate Swampfire
Hot Shot,Ultimate Way Big,Whereite,Vulcan,7,6,10,Toughite,Hala,7,6,9,Jetpack Alien
Diamondhead,Swampfire,Whereite,Orion Nebula,6,6,6,Withoutite,Xandar,7,6,9,Toepick
Walkatrout,AmpFibian,Aite,Vulcan,5,10,8,Threeite,Rylos,8,4,6,Upchuck
Goop,AmpFibian,Earlyite,Ego the Living Planet,6,4,6,Programite,Nebulon,6,10,9,Ultimate Swampfire
Feedback,Ultimate Swampfire,Withoutite,Vega,7,6,8,Receiveite,Alpha Centauri,5,4,5,Gravattack
Brainstorm,Terraspin,Somebodyite,Xenon,7,4,7,Mostite,Orion Nebula,10,6,7,Terraspin
Ditto,Ultimate Way Big,Taxite,Krypton,5,9,7,Formite,Hala,8,4,6,Ultimate Echo Echo
Rath,Gravattack,Loseite,Vega,8,4,8,Decideite,Epsilon Eridani,5,8,10,Chamalien
Way Big,Armodrillo,Everite,Krypton,7,7,8,Decideite,Vortis,9,4,5,Eatle
Brainstorm,Snare-oh,Actionite,Xenon,7,4,7,Aite,Vulcan,10,6,7,Snare-oh
Shock Rock,Eatle,Littleite,Rylos,7,4,6,Valueite,Orion Nebula,5,7,7,Eatle
Shock Rock,Eatle,Loseite,Zygara,9,5,6,Valueite,Orion Nebula,5,7,5,Ultimate Cannonbolt
Upgrade,Big Chill,Minuteite,Pandora,9,10,10,Sourceite,Vortis,9,5,8,Brainstorm
Snare-oh,Diamondhead,Yardite,Zantron,5,6,10,Electionite,Krypton,8,4,6,Goop
NRG,Ultimate Echo Echo,Alsoite,Rylos,7,7,10,Aite,Vulcan,5,6,7,Snare-oh
Walkatrout,Ultimate Way Big,Respondite,Altair IV,10,9,5,Spaceite,Tau Ceti,7,9,6,Jetpack Alien
Bullfrag,Snare-oh,Personite,Solaris,7,6,6,Storeite,Xandar,7,6,9,Mole-Stache
Chamalien,Four Arms,Toughite,Alpha Centauri,7,7,8,Actite,Alpha Centauri,10,4,7,Clockwork
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Spidermonkey,Ultimate Big Chill,Somebodyite,Sirius,7,8,6,Withoutite,Xandar,10,10,7,Armodrillo
