alien_name,enemy_name,alien1_species,alien1_home_planet,alien1_strength_level,alien1_speed_level,alien1_intelligence,alien2_species,alien2_home_planet,alien2_strength_level,alien2_speed_level,alien2_intelligence,winner
Big Chill,Ultimate Gravattack,Electionite,Ego the Living Planet,6,10,6,Herite,Epsilon Eridani,7,7,5,Armodrillo
Ultimate Spidermonkey,Overflow,Growthite,Nebulon,10,5,10,Riskite,Ego the Living Planet,6,8,8,Goop
Stinkfly,Walkatrout,Toughite,Solaris,9,4,6,Discussionite,Alpha Centauri,9,10,8,Ultimate Humungousaur
Eye Guy,Snare-oh,Loseite,Beta Hydri,7,6,9,Aite,Qonos,7,10,6,Pesky Dust
Frankenstrike,Walkatrout,Togetherite,Epsilon Eridani,5,8,7,Particularite,Krypton,7,5,8,Overflow
Lodestar,Snare-oh,Cellite,Hala,7,7,9,Agentite,Krypton,5,4,9,Grey Matter
Ditto,Four Arms,Oilite,Orion Nebula,9,9,5,Threeite,Hala,5,10,8,Lodestar
Terraspin,Ultimate Wildmutt,Mostite,Kratos IV,7,6,7,Herite,Rylos,10,6,9,Jetpack Alien
Terraspin,Jetray,Mostite,Rylos,7,9,6,Whereite,Hala,9,4,10,Glitch Ben
AmpFibian,Goop,Aite,Omega Centauri,9,6,8,Centuryite,Nexus Prime,7,10,6,Whampire
Overflow,Ultimate Gravattack,Whereite,Xandar,9,6,5,Articleite,Krypton,8,5,10,Terraspin
NRG,Four Arms,Oilite,Krypton,9,8,5,Aite,Orion Nebula,6,5,9,Frankenstrike
Cannonbolt,Jetpack Alien,Riskite,Epsilon Eridani,10,8,6,Aite,Rylos,9,6,9,Ultimate Big Chill
Atomix,Armodrillo,Particularlyite,Tau Ceti,10,5,8,Discussionite,Tierra Nova,5,6,8,NRG
Slapback,The Worst,Minuteite,Vega,8,10,7,Articleite,Alpha Centauri,10,6,9,Toepick
Ultimate Echo Echo,Ultimate Humungousaur,Norite,Zantron,10,10,5,Evidenceite,Solaris,6,9,9,Feedback
Upgrade,Glitch Ben,Spaceite,Ego the Living Planet,7,8,5,Mostite,Nebulon,10,10,8,Ultimate Cannonbolt
Walkatrout,Ultimate Way Big,Bestite,Tierra Nova,9,10,10,Decideite,Talos IV,7,4,7,Astrodactyl
XLR8,Ultimate Echo Echo,Withoutite,Xandar,7,4,9,Simpleite,Nebulon,7,10,10,Atomix
Way Big,Eatle,Personite,Vega,7,9,6,Valueite,Vortis,8,4,5,Gravattack
Ultimate Echo Echo,Ultimate Spidermonkey,Loseite,Pandora,8,10,6,Greenite,Nebulon,8,10,5,Upgrade
Bullfrag,Jury Rigg,Workite,Altair IV,9,5,6,Herite,Xandar,9,4,6,Snare-oh
Fasttrack,Ultimate Big Chill,Particularite,Hala,6,8,7,Particularite,Epsilon Eridani,7,4,8,Overflow
Overflow,Snare-oh,Mostite,Xenon,5,4,5,Sourceite,Altair IV,10,10,7,Toepick
Ultimate Wildmutt,Ultimate Big Chill,Storeite,Orion Nebula,5,8,6,Aite,Alpha Centauri,9,6,7,Eatle
Ultimate Spidermonkey,Grey Matter,Particularite,Ego the Living Planet,5,8,5,Whereite,Alpha Centauri,5,7,10,Ultimate Echo Echo
Frankenstrike,Ultimate Way Big,Acrossite,Vulcan,5,4,6,Decideite,Hala,5,6,5,Gravattack
Shock Rock,NRG,Taxite,Ego the Living Planet,9,4,6,Particularite,Solaris,8,8,10,Jetpack Alien
Ultimate Spidermonkey,Cannonbolt,Middleite,Rylos,7,5,10,Formite,Altair IV,7,5,7,Jetpack Alien
Heatblast,Ultimate Big Chill,Seaite,Omega Centauri,9,9,7,Dealite,Tierra Nova,7,10,5,Feedback
Crashhopper,Big Chill,Oilite,Rylos,6,4,9,Aite,Tau Ceti,9,6,8,Frankenstrike
Ultimate Wildmutt,Toepick,Respondite,Vortis,7,7,5,Sourceite,Talos IV,5,10,8,Gravattack
Cannonbolt,Ultimate Way Big,Particularlyite,Rylos,5,7,5,Decideite,Vortis,9,8,9,Ditto
Fasttrack,Bloxx,Politicalite,Tierra Nova,5,10,8,Agentite,Vortis,5,4,6,Slapback
Four Arms,Lodestar,Littleite,Vortis,6,9,9,Actite,Xandar,6,10,10,Way Big
Spidermonkey,Ultimate Big Chill,Middleite,Alpha Centauri,9,10,6,Spaceite,Altair IV,9,4,7,Gravattack
Ghostfreak,Ultimate Echo Echo,Everite,Solaris,10,5,8,Sendite,Ego the Living Planet,7,4,5,Snare-oh
Mole-Stache,Ultimate Swampfire,Aite,Orion Nebula,5,9,7,Centuryite,Vega,7,8,9,Terraspin
Humungousaur,Fasttrack,Personite,Kratos IV,9,10,9,Mostite,Vega,5,4,8,Goop
Goop,Ultimate Echo Echo,Sourceite,Altair IV,5,8,8,Sendite,Vega,7,9,6,Ultimate Echo Echo
Ultimate Way Big,Feedback,Maybeite,Alpha Centauri,9,4,6,Minuteite,Ego the Living Planet,6,9,7,Ultimate Swampfire
Mole-Stache,Gravattack,Norite,Altair IV,7,7,10,Totalite,Alpha Centauri,5,7,6,NRG
Ultimate Big Chill,Lodestar,Sendite,Alpha Centauri,10,6,5,Greenite,Solaris,5,4,9,Ball Weevil
Hot Shot,Ultimate Cannonbolt,Lateite,Nebulon,5,5,9,Discussionite,Tierra Nova,8,6,7,Chamalien
Astrodactyl,Ditto,Actionite,Orion Nebula,8,4,8,Agentite,Zantron,5,5,10,Swampfire
Crashhopper,Big Chill,Minuteite,Vulcan,5,7,8,Workite,Tau Ceti,8,6,5,Terraspin
Eatle,Ultimate Swampfire,Articleite,Vortis,9,4,6,Centuryite,Tierra Nova,8,10,6,Grey Matter
Feedback,Snare-oh,Sendite,Alpha Centauri,8,4,9,Herite,Tau Ceti,5,6,10,Toepick
Ultimate Big Chill,Upgrade,Sourceite,Tierra Nova,8,8,8,Evidenceite,Vega,7,4,5,Jetray
Walkatrout,Eatle,Mostite,Tierra Nova,7,7,7,Valueite,Epsilon Eridani,8,6,7,Terraspin
Jetpack Alien,Ultimate Swampfire,Ontoite,Xenon,9,10,9,Totalite,Alpha Centauri,7,10,5,Shocksquatch
Ultimate Humungousaur,Four Arms,Personite,Krypton,10,6,6,Sourceite,Hala,7,9,9,Terraspin
Cannonbolt,Grey Matter,Acrossite,Hala,6,10,9,Threeite,Epsilon Eridani,9,9,5,Humungousaur
Blitzwolfer,Toepick,Receiveite,Vortis,9,4,7,Aite,Orion Nebula,8,5,6,Way Big
Brainstorm,Ditto,Nameite,Beta Hydri,7,5,6,Dealite,Sirius,5,6,10,Grey Matter
Goop,Slapback,Withoutite,Alpha Centauri,10,4,8,Withoutite,Rylos,5,10,5,Fasttrack
Ultimate Way Big,Swampfire,Totalite,Omega Centauri,9,5,8,Personite,Qonos,9,9,10,Mole-Stache
Blitzwolfer,Ultimate Cannonbolt,Respondite,Tierra Nova,8,7,9,Agentite,Alpha Centauri,5,6,10,Ultimate Cannonbolt
Way Big,Big Chill,Actionite,Kratos IV,5,9,10,Decideite,Epsilon Eridani,9,4,10,Terraspin
Jetray,AmpFibian,Acrossite,Vega,9,9,6,Actite,Rylos,9,8,5,Swampfire
Gax,AmpFibian,Electionite,Krypton,6,5,8,Agentite,Tau Ceti,5,4,5,Upgrade
Upchuck,Ball Weevil,Lateite,Vega,9,6,9,Formite,Vega,10,5,6,Toepick
Ghostfreak,Toepick,Aite,Altair IV,10,5,6,Agentite,Altair IV,5,4,10,Echo Echo
Snare-oh,Ultimate Gravattack,Girlite,Omega Centauri,5,9,9,Articleite,Epsilon Eridani,8,4,10,Ghostfreak
Big Chill,Cannonbolt,Sendite,Sirius,7,5,6,Minuteite,Tau Ceti,10,4,10,Big Chill
Water Hazard,Whampire,Seaite,Xenon,9,5,8,Darkite,Tierra Nova,5,4,8,Chamalien
Ball Weevil,Armodrillo,Maybeite,Xenon,7,4,10,Spaceite,Rylos,8,6,5,Ultimate Echo Echo
Chamalien,Snare-oh,Alsoite,Ego the Living Planet,5,10,5,Townite,Sirius,5,6,10,Ultimate Big Chill
Atomix,Echo Echo,Alsoite,Beta Hydri,5,8,6,Riskite,Solaris,9,4,5,The Worst
Atomix,Ditto,Riskite,Krypton,9,10,8,Particularite,Alpha Centauri,8,5,5,Ultimate Wildmutt
Feedback,AmpFibian,Loseite,Vortis,9,6,5,Discussionite,Solaris,5,4,9,Ultimate Cannonbolt
Glitch Ben,Ditto,Faceite,Rylos,9,8,5,Agentite,Epsilon Eridani,9,7,10,Gravattack
Frankenstrike,Snare-oh,Mostite,Xandar,6,8,7,Dealite,Tierra Nova,9,8,6,Jetpack Alien
Upgrade,Ultimate Swampfire,Withoutite,Alpha Centauri,10,7,10,Riskite,Ego the Living Planet,9,5,10,Snare-oh
Slapback,Grey Matter,Lateite,Vega,5,8,9,Threeite,Krypton,5,6,10,Jetray
Shock Rock,Eatle,Greenite,Nebulon,6,6,5,Valueite,Orion Nebula,9,4,10,Eatle
Feedback,Cannonbolt,Herite,Rylos,5,10,10,Minuteite,Ego the Living Planet,8,10,9,Pesky Dust
Cannonbolt,Big Chill,Indeedite,Tierra Nova,7,5,6,Aite,Epsilon Eridani,8,9,8,Wildmutt
Ripjaws,Slapback,Politicalite,Zantron,9,7,5,Candidateite,Talos IV,10,10,6,Gax
AmpFibian,Swampfire,Faceite,Beta Hydri,9,6,10,Articleite,Solaris,9,8,6,Four Arms
Shocksquatch,Ultimate Swampfire,Maybeite,Xandar,10,4,6,Formite,Vega,10,10,7,Upgrade
Upgrade,Diamondhead,Particularite,Rylos,9,6,5,Maybeite,Zygara,10,10,10,Kickin Hawk
Bullfrag,Chamalien,Dealite,Xandar,9,7,9,Workite,Kratos IV,5,8,7,AmpFibian
Terraspin,Ultimate Big Chill,Decideite,Tierra Nova,5,4,10,Townite,Hala,5,10,8,Terraspin
Glitch Ben,Ultimate Swampfire,Somebodyite,Vega,9,10,8,Receiveite,Ego the Living Planet,9,6,5,Swampfire
Upgrade,Slapback,Electionite,Ego the Living Planet,7,4,9,Greenite,Hala,7,6,5,Jury Rigg
Swampfire,Jury Rigg,Workite,Ego the Living Planet,9,9,5,Herite,Talos IV,9,4,10,NRG
Jetray,Slapback,Colorite,Rylos,8,9,9,Greenite,Hala,8,4,7,Big Chill
Water Hazard,Blitzwolfer,Chanceite,Altair IV,9,5,9,Minuteite,Beta Hydri,7,8,7,Alien X
Jetpack Alien,Whampire,Townite,Sirius,9,6,9,Riskite,Ego the Living Planet,8,8,5,Whampire
Mole-Stache,Ultimate Echo Echo,Sourceite,Sirius,10,7,8,Personite,Tau Ceti,9,4,9,Ditto
Ultimate Way Big,Goop,Totalite,Sirius,9,5,5,Formite,Beta Hydri,8,10,8,Chamalien
Upchuck,Feedback,Indeedite,Orion Nebula,10,7,7,Receiveite,Ego the Living Planet,8,5,7,Atomix
Frankenstrike,Lodestar,Indeedite,Ego the Living Planet,5,4,6,Spaceite,Tau Ceti,7,10,8,Swampfire
Rath,Eatle,Bestite,Vega,5,9,5,Valueite,Epsilon Eridani,7,6,6,Gravattack
Fasttrack,Ultimate Gravattack,Articleite,Alpha Centauri,7,4,6,Oilite,Hala,9,8,9,Crashhopper
Upgrade,Gravattack,Girlite,Hala,7,8,10,Cellite,Rylos,6,10,7,Swampfire
Glitch Ben,Lodestar,Acrossite,Tau Ceti,10,5,10,Particularite,Vortis,6,4,6,Ditto
Ultimate Echo Echo,Ultimate Swampfire,Yardite,Xenon,7,5,9,Girlite,Ego the Living Planet,8,10,5,Whampire
Atomix,Jetpack Alien,Eastite,Altair IV,5,4,10,Aite,Talos IV,8,6,6,NRG
Shocksquatch,Overflow,Everite,Pandora,6,10,9,Centuryite,Alpha Centauri,9,8,7,NRG
Glitch Ben,Ball Weevil,Withoutite,Kratos IV,9,5,6,Sendite,Nebulon,8,10,10,Terraspin
XLR8,Cannonbolt,Somebodyite,Krypton,6,5,8,Centuryite,Alpha Centauri,6,6,10,Ultimate Way Big
Eatle,Armodrillo,Valueite,Hala,7,6,6,Earlyite,Hala,9,4,10,Ditto
Upgrade,Ultimate Way Big,Particularite,Sirius,10,10,6,Decideite,Krypton,9,6,6,Eatle
Spidermonkey,Jetray,Electionite,Vega,5,5,9,Agentite,Hala,6,8,8,Gax
Snare-oh,Four Arms,Middleite,Kratos IV,10,6,7,Sourceite,Vulcan,8,8,7,Shocksquatch
Shock Rock,AmpFibian,Taxite,Vega,10,7,8,Articleite,Tierra Nova,9,4,7,Four Arms
Ghostfreak,Gax,Everite,Solaris,8,4,5,Minuteite,Ego the Living Planet,10,10,9,Upgrade
Astrodactyl,Four Arms,Acrossite,Vulcan,8,6,8,Sourceite,Hala,5,6,5,AmpFibian
Upchuck,AmpFibian,Colorite,Tau Ceti,7,7,6,Programite,Xandar,10,10,10,Humungousaur
Ultimate Wildmutt,Snare-oh,Mostite,Ego the Living Planet,9,7,9,Sourceite,Orion Nebula,7,7,5,Ultimate Swampfire
Goop,Four Arms,Toughite,Pandora,9,5,8,Threeite,Krypton,8,10,10,Upgrade
Water Hazard,Upchuck,Townite,Pandora,5,8,6,Everite,Zygara,9,4,9,Hot Shot
Mole-Stache,Blitzwolfer,Individualite,Rylos,8,4,9,Maybeite,Ego the Living Planet,7,10,10,Brainstorm
Fasttrack,Ultimate Gravattack,Somebodyite,Tierra Nova,5,4,7,Articleite,Vortis,6,4,8,Toepick
Upchuck,Slapback,Agentite,Tierra Nova,8,8,7,Programite,Rylos,8,10,10,Upgrade
Snare-oh,Upgrade,Particularite,Vega,9,8,5,Evidenceite,Pandora,6,4,7,Brainstorm
Ditto,Ultimate Gravattack,Workite,Tau Ceti,5,4,9,Toughite,Epsilon Eridani,9,4,5,Grey Matter
XLR8,Terraspin,Faceite,Altair IV,7,9,10,Mostite,Sirius,7,4,7,Ultimate Way Big
Atomix,NRG,Workite,Rylos,9,10,5,Discussionite,Krypton,7,10,10,Frankenstrike
Four Arms,Ultimate Spidermonkey,Mostite,Vortis,9,9,6,Sendite,Ego the Living Planet,9,5,6,Terraspin
AmpFibian,Gax,Particularite,Sirius,8,7,9,Receiveite,Zygara,9,6,8,Frankenstrike
Ultimate Big Chill,Chamalien,Loseite,Nebulon,9,5,6,Mostite,Tau Ceti,5,10,9,Chamalien
Crashhopper,Bloxx,Workite,Vega,8,8,6,Workite,Talos IV,9,6,7,Eatle
Shocksquatch,Terraspin,Everite,Xenon,5,6,9,Toughite,Xandar,9,8,5,Mole-Stache
Way Big,Four Arms,Mostite,Solaris,10,4,6,Townite,Zantron,5,4,8,Eatle
Hot Shot,Gravattack,Earlyite,Solaris,8,9,6,Formite,Rylos,9,8,6,Pesky Dust
Pesky Dust,Lodestar,Particularlyite,Xenon,9,10,7,Electionite,Hala,9,4,7,Ghostfreak
Terraspin,Ditto,Whereite,Tau Ceti,7,5,5,Aite,Zantron,9,4,6,Grey Matter
Goop,Jetray,Withoutite,Pandora,5,4,7,Workite,Alpha Centauri,5,8,7,Ultimate Way Big
Bullfrag,Ultimate Way Big,Herite,Rylos,10,6,8,Threeite,Epsilon Eridani,7,7,8,Way Big
XLR8,Ultimate Cannonbolt,Alsoite,Alpha Centauri,8,6,8,Herite,Tierra Nova,7,9,5,Whampire
Gax,Gax,Faceite,Omega Centauri,5,6,7,Storeite,Tierra Nova,6,10,10,Armodrillo
Upchuck,Cannonbolt,Dealite,Vega,7,4,6,Receiveite,Vega,10,4,10,Snare-oh
Lodestar,Jetpack Alien,Decideite,Krypton,6,9,7,Decideite,Krypton,9,4,7,Lodestar
Fasttrack,Gravattack,Particularite,Tierra Nova,8,5,6,Electionite,Xandar,8,8,5,Lodestar
Ultimate Echo Echo,Heatblast,Norite,Solaris,7,6,7,Aite,Hala,9,6,10,Ghostfreak
Glitch Ben,NRG,Particularlyite,Tau Ceti,8,10,5,Articleite,Vulcan,7,6,10,Diamondhead
Rath,Grey Matter,Bestite,Vega,7,7,6,Threeite,Epsilon Eridani,8,7,6,Lodestar
The Worst,Ultimate Gravattack,Girlite,Nebulon,5,6,6,Spaceite,Rylos,6,4,10,Jetray
Big Chill,Whampire,Programite,Altair IV,5,9,10,Alsoite,Ego the Living Planet,9,10,9,Ultimate Echo Echo
Spidermonkey,Armodrillo,Particularite,Sirius,9,8,8,Particularite,Solaris,8,5,8,Big Chill
Ultimate Spidermonkey,Way Big,Withoutite,Alpha Centauri,9,5,9,Sendite,Alpha Centauri,10,4,6,Mole-Stache
Ultimate Big Chill,Gravattack,Sourceite,Hala,5,9,8,Articleite,Tierra Nova,9,10,8,Snare-oh
Walkatrout,Eatle,Littleite,Vega,7,4,5,Valueite,Orion Nebula,7,4,7,Ultimate Humungousaur
Heatblast,Snare-oh,Maybeite,Pandora,10,5,9,Whereite,Tau Ceti,8,6,6,Mole-Stache
Frankenstrike,Jetpack Alien,Storeite,Orion Nebula,9,7,7,Workite,Alpha Centauri,10,4,6,Glitch Ben
Way Big,Terraspin,Mostite,Krypton,8,6,10,Personite,Vulcan,9,8,5,Eatle
Brainstorm,Fasttrack,Particularlyite,Solaris,10,5,10,Discussionite,Vortis,10,10,5,Gravattack
Terraspin,Way Big,Decideite,Talos IV,7,7,9,Withoutite,Altair IV,9,4,10,Gax
Ultimate Swampfire,Grey Matter,Eastite,Zantron,10,6,7,Chanceite,Orion Nebula,9,10,7,Eatle
Ghostfreak,Toepick,Loseite,Omega Centauri,9,5,8,Agentite,Krypton,7,4,6,Upgrade
Ultimate Echo Echo,Overflow,Herite,Vortis,9,10,6,Centuryite,Nebulon,6,10,6,Jury Rigg
Atomix,Snare-oh,Centuryite,Epsilon Eridani,9,5,6,Aite,Vortis,5,6,7,Jetray
Humungousaur,Armodrillo,Particularlyite,Vega,7,8,6,Particularite,Rylos,9,6,7,Ultimate Swampfire
Goop,Big Chill,Alsoite,Xenon,9,5,7,Decideite,Xandar,9,8,10,Stinkfly
Feedback,Ball Weevil,Faceite,Vortis,9,6,6,Cellite,Sirius,6,10,6,Whampire
Bloxx,Jetpack Alien,Colorite,Krypton,5,8,7,Townite,Vulcan,10,10,7,Diamondhead
Ultimate Cannonbolt,Ultimate Big Chill,Withoutite,Tierra Nova,5,8,7,Discussionite,Xandar,9,7,8,Big Chill
Shocksquatch,Ultimate Gravattack,Everite,Tierra Nova,10,6,5,Workite,Altair IV,7,6,7,AmpFibian
AmpFibian,Jetpack Alien,Girlite,Xenon,10,10,9,Actite,Vortis,5,8,8,Goop
Goop,Whampire,Spaceite,Orion Nebula,5,4,10,Totalite,Vega,9,9,6,Snare-oh
Grey Matter,XLR8,Seaite,Solaris,7,7,10,Storeite,Pandora,7,4,8,Wildvine
Walkatrout,Heatblast,Decideite,Vega,7,6,6,Sourceite,Hala,5,6,9,Four Arms
Glitch Ben,Wildmutt,Articleite,Beta Hydri,8,6,9,Groundite,Orion Nebula,8,4,9,Big Chill
Terraspin,NRG,Mostite,Altair IV,9,8,6,Cellite,Tierra Nova,9,4,10,Lodestar
Upgrade,Glitch Ben,Politicalite,Hala,8,4,9,Particularite,Alpha Centauri,9,9,5,Ghostfreak
Big Chill,Big Chill,Herite,Xenon,8,7,9,Dealite,Hala,9,8,6,Ultimate Big Chill
Ultimate Echo Echo,Feedback,Norite,Sirius,7,5,5,Norite,Solaris,9,7,8,Chamalien
Fasttrack,Fasttrack,Alsoite,Hala,10,4,8,Particularite,Ego the Living Planet,8,4,6,Goop
Blitzwolfer,Ultimate Way Big,Storeite,Nebulon,5,4,6,Threeite,Krypton,7,4,9,Gravattack
Big Chill,Lodestar,Sendite,Pandora,10,4,6,Electionite,Rylos,9,5,10,Swampfire
Kickin Hawk,Jetray,Particularite,Beta Hydri,8,10,8,Workite,Vulcan,7,8,5,Ultimate Echo Echo
Bloxx,Ultimate Way Big,Acrossite,Tau Ceti,8,4,9,Whereite,Orion Nebula,8,6,9,Ultimate Way Big
Four Arms,Ultimate Big Chill,Cellite,Solaris,9,10,9,Herite,Tau Ceti,8,8,5,Astrodactyl
Ultimate Echo Echo,AmpFibian,Totalite,Altair IV,9,5,8,Articleite,Tierra Nova,8,10,10,AmpFibian
Whampire,Ultimate Gravattack,Evidenceite,Solaris,9,7,7,Particularite,Tierra Nova,7,10,10,Ultimate Big Chill
Gravattack,Ultimate Way Big,Mostite,Tierra Nova,7,8,7,Sourceite,Orion Nebula,7,4,10,Terraspin
Gravattack,Walkatrout,Mostite,Vega,7,4,10,Herite,Alpha Centauri,8,6,10,Toepick
Slapback,Four Arms,Lateite,Xandar,10,4,10,Sourceite,Epsilon Eridani,5,4,5,Gravattack
Eatle,Fasttrack,Particularlyite,Omega Centauri,9,8,6,Withoutite,Krypton,6,10,9,Ghostfreak
Spidermonkey,Ditto,Candidateite,Xenon,8,6,6,Earlyite,Tierra Nova,9,10,8,Armodrillo
Bloxx,Eatle,Riskite,Epsilon Eridani,6,6,8,Valueite,Krypton,5,4,5,Gravattack
Lodestar,Ultimate Way Big,Cellite,Rylos,6,6,7,Valueite,Epsilon Eridani,8,6,6,Atomix
Ghostfreak,Echo Echo,Darkite,Hala,10,7,9,Riskite,Kratos IV,10,4,6,Upchuck
Glitch Ben,NRG,Workite,Epsilon Eridani,8,8,9,Oilite,Hala,9,10,6,Way Big
Cannonbolt,AmpFibian,Dealite,Tau Ceti,8,8,9,Herite,Xandar,9,10,6,Blitzwolfer
Spidermonkey,Jetpack Alien,Politicalite,Tau Ceti,10,7,10,Agentite,Orion Nebula,9,8,10,Blitzwolfer
Walkatrout,Chamalien,Taxite,Talos IV,9,6,5,Withoutite,Hala,5,6,5,Toepick
Stinkfly,Toepick,Withoutite,Vega,5,7,10,Whereite,Talos IV,7,6,9,Cannonbolt
Eye Guy,Ghostfreak,Electionite,Qonos,8,4,6,Norite,Vega,6,10,8,Ultimate Way Big
Ultimate Swampfire,Whampire,Somebodyite,Xandar,10,4,6,Oilite,Nebulon,10,6,8,Crashhopper
Clockwork,AmpFibian,Sourceite,Xenon,8,10,7,Discussionite,Hala,9,8,10,Ultimate Way Big
Ultimate Humungousaur,Eatle,Personite,Vega,5,7,5,Valueite,Krypton,5,4,10,Terraspin
XLR8,Ultimate Echo Echo,Articleite,Vega,5,10,10,Riskite,Nebulon,5,7,7,Jetpack Alien
Shock Rock,Wildmutt,Decideite,Krypton,5,6,9,Valueite,Rylos,5,6,10,Terraspin
Atomix,Pesky Dust,Candidateite,Tierra Nova,9,7,6,Formite,Sirius,10,6,10,Glitch Ben
Crashhopper,Bloxx,Particularlyite,Orion Nebula,6,4,5,Discussionite,Alpha Centauri,8,8,10,Way Big
Goop,Slapback,Norite,Kratos IV,9,6,10,Mostite,Vega,5,6,8,Frankenstrike
Chamalien,Ultimate Way Big,Simpleite,Ego the Living Planet,7,4,5,Groundite,Epsilon Eridani,10,8,7,Swampfire
Fasttrack,Glitch Ben,Withoutite,Ego the Living Planet,6,5,7,Electionite,Alpha Centauri,7,4,10,Ultimate Echo Echo
Ghostfreak,Fasttrack,Totalite,Orion Nebula,10,6,10,Programite,Nebulon,8,8,10,Ultimate Echo Echo
Stinkfly,Ultimate Swampfire,Withoutite,Hala,8,9,9,Greenite,Zygara,6,4,9,Ultimate Big Chill
Ultimate Spidermonkey,Feedback,Alsoite,Sirius,9,10,8,Receiveite,Pandora,5,10,5,Mole-Stache
AmpFibian,Gravattack,Individualite,Alpha Centauri,9,5,6,Formite,Nebulon,5,4,8,Snare-oh
Ultimate Wildmutt,NRG,Acrossite,Vulcan,7,6,9,Candidateite,Vulcan,8,8,5,The Worst
Ultimate Cannonbolt,Jetray,Electionite,Hala,9,8,7,Whereite,Krypton,7,10,5,Jury Rigg
Kickin Hawk,Terraspin,Norite,Solaris,7,5,8,Toughite,Hala,6,10,9,Big Chill
The Worst,Jury Rigg,Candidateite,Tierra Nova,9,5,10,Cellite,Tierra Nova,9,6,7,Humungousaur
Crashhopper,Ultimate Big Chill,Personite,Krypton,5,10,10,Actite,Sirius,7,6,10,Crashhopper
Shocksquatch,Jetray,Individualite,Omega Centauri,9,10,5,Particularite,Epsilon Eridani,10,10,10,Ultimate Swampfire
Humungousaur,Ultimate Big Chill,Colorite,Nexus Prime,6,4,10,Aite,Alpha Centauri,7,10,9,Toepick
Spidermonkey,Ultimate Way Big,Candidateite,Beta Hydri,9,6,6,Decideite,Orion Nebula,8,10,10,The Worst
XLR8,Blitzwolfer,Programite,Pandora,7,10,9,Girlite,Zantron,5,10,10,Big Chill
Four Arms,NRG,Formite,Vega,5,4,5,Articleite,Vega,10,7,5,Ditto
Glitch Ben,Ultimate Way Big,Particularlyite,Ego the Living Planet,6,5,10,Chanceite,Orion Nebula,5,4,10,Ultimate Big Chill
AmpFibian,Wildmutt,Sourceite,Nexus Prime,10,4,10,Groundite,Vulcan,5,8,6,Ghostfreak
Ultimate Big Chill,Terraspin,Sendite,Zygara,7,8,6,Articleite,Hala,9,4,8,Chamalien
Upgrade,Ultimate Echo Echo,Particularite,Altair IV,10,5,10,Mostite,Sirius,9,4,7,Glitch Ben
Eye Guy,Big Chill,Darkite,Nebulon,5,6,7,Sourceite,Orion Nebula,9,7,10,Fasttrack
Cannonbolt,Jetpack Alien,Colorite,Hala,10,7,7,Aite,Vortis,8,10,6,Overflow
Four Arms,Ultimate Way Big,Taxite,Kratos IV,7,8,7,Threeite,Orion Nebula,5,4,5,Wildmutt
Fasttrack,Gutrot,Alsoite,Beta Hydri,7,4,5,Thusite,Pandora,6,5,7,Chamalien
Snare-oh,Chamalien,Sendite,Krypton,6,7,5,Discussionite,Nexus Prime,9,6,10,Ultimate Way Big
Four Arms,Fasttrack,Taxite,Nexus Prime,8,4,10,Riskite,Altair IV,6,10,5,Jetpack Alien
Ultimate Wildmutt,Ultimate Gravattack,Storeite,Xandar,10,6,10,Agentite,Kratos IV,5,5,9,Chamalien
Wildvine,Jury Rigg,Darkite,Alpha Centauri,9,5,5,Articleite,Beta Hydri,5,10,7,Heatblast
Walkatrout,Toepick,Decideite,Epsilon Eridani,5,4,6,Workite,Vortis,10,7,6,Overflow
Jetpack Alien,Whampire,Seaite,Omega Centauri,7,4,7,Totalite,Ego the Living Planet,5,4,10,Jetpack Alien
Ditto,Pesky Dust,Programite,Krypton,8,4,9,Totalite,Vega,7,4,5,Slapback
Stinkfly,Jury Rigg,Simpleite,Xenon,5,7,9,Toughite,Zantron,9,4,6,Cannonbolt
Gravattack,Jetpack Alien,Respondite,Vega,5,4,9,Actite,Zygara,7,9,9,Chamalien
Diamondhead,Way Big,Articleite,Ego the Living Planet,6,8,10,Personite,Alpha Centauri,10,4,8,XLR8
Walkatrout,Ditto,Littleite,Altair IV,10,8,8,Agentite,Alpha Centauri,7,5,5,Ultimate Big Chill
Ghostfreak,Glitch Ben,Threeite,Sirius,5,10,8,Programite,Beta Hydri,8,4,10,Snare-oh
Water Hazard,Upgrade,Seaite,Omega Centauri,9,10,7,Minuteite,Solaris,8,5,7,Ghostfreak
Crashhopper,Ultimate Gravattack,Dealite,Rylos,7,4,9,Discussionite,Epsilon Eridani,5,4,10,Ditto
Ultimate Echo Echo,Jury Rigg,Loseite,Kratos IV,7,5,8,Discussionite,Zygara,8,6,5,Mole-Stache
Water Hazard,Ultimate Gravattack,Seaite,Vega,8,5,7,Agentite,Sirius,7,4,5,Shocksquatch
Ultimate Humungousaur,Snare-oh,Personite,Ego the Living Planet,5,4,5,Actite,Talos IV,5,4,10,Frankenstrike
Goop,Ultimate Cannonbolt,Electionite,Altair IV,7,4,9,Actite,Vulcan,5,4,8,Ultimate Cannonbolt
Bullfrag,Slapback,Middleite,Solaris,9,6,9,Electionite,Vega,5,8,5,Ditto
Astrodactyl,Snare-oh,Riskite,Vega,8,6,5,Sourceite,Alpha Centauri,8,6,6,Big Chill
Rath,Jetpack Alien,Cellite,Vega,8,8,10,Herite,Zantron,5,7,5,Toepick
