alien_name,enemy_name,alien1_species,alien1_home_planet,alien1_strength_level,alien1_speed_level,alien1_intelligence,alien2_species,alien2_home_planet,alien2_strength_level,alien2_speed_level,alien2_intelligence,winner
Spidermonkey,Pesky Dust,Alsoite,Xenon,7,6,7,Mostite,Orion Nebula,10,10,7,Gax
XLR8,Gravattack,Withoutite,Beta Hydri,9,5,8,Greenite,Kratos IV,5,7,6,Gravattack
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Aite,Vulcan,5,6,7,Snare-oh
Toepick,Heatblast,Whereite,Xandar,7,6,9,Ontoite,Talos IV,9,6,9,Toepick
Ultimate Way Big,Overflow,Threeite,Hala,7,4,6,Receiveite,Nebulon,6,7,8,Overflow
Alien X,Ultimate Swampfire,Indeedite,Andromeda Prime,7,8,8,Centuryite,Ego the Living Planet,9,10,10,Whampire
Fasttrack,Ultimate Spidermonkey,Programite,Altair IV,9,10,10,Sendite,Nebulon,10,10,5,Fasttrack
Water Hazard,Upgrade,Withoutite,Xandar,9,10,8,Minuteite,Kratos IV,5,7,6,Gravattack
Goop,Whampire,Alsoite,Ego the Living Planet,9,8,7,Riskite,Zygara,9,10,6,Goop
NRG,Ball Weevil,Norite,Beta Hydri,7,5,10,Electionite,Krypton,9,4,10,NRG
Upgrade,Big Chill,Minuteite,Pandora,9,7,10,Sourceite,Vortis,9,5,8,Big Chill
Eatle,Ultimate Way Big,Valueite,Orion Nebula,5,7,5,Threeite,Hala,7,4,6,Ultimate Way Big
Ultimate Way Big,Overflow,Candidateite,Hala,7,8,6,Receiveite,Nebulon,6,7,8,Overflow
Slapback,Upgrade,Seaite,Xandar,9,10,8,Minuteite,Pandora,9,7,10,Upgrade
Glitch Ben,Chamalien,Oilite,Vega,8,4,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Four Arms,Blitzwolfer,Decideite,Epsilon Eridani,8,4,5,Candidateite,Vortis,6,8,6,The Worst
Jetpack Alien,Gutrot,Groundite,Tierra Nova,9,5,8,Particularlyite,Altair IV,7,10,5,Clockwork
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Astrodactyl,NRG,Acrossite,Hala,10,7,8,Earlyite,Rylos,7,5,10,NRG
Pesky Dust,Jetray,Togetherite,Tierra Nova,10,9,8,Dealite,Tau Ceti,9,8,9,Jetray
The Worst,Walkatrout,Actionite,Vortis,9,6,6,Taxite,Alpha Centauri,5,4,7,Heatblast
Mole-Stache,Jetray,Yardite,Vega,5,4,6,Alsoite,Ego the Living Planet,6,8,8,Mole-Stache
Ultimate Big Chill,Ultimate Swampfire,Herite,Sirius,9,10,9,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Gax,Ball Weevil,Girlite,Altair IV,9,5,6,Toughite,Tierra Nova,10,10,8,Gax
Snare-oh,Echo Echo,Aite,Vulcan,5,6,7,Respondite,Rylos,8,4,8,Echo Echo
Rath,Eatle,Bestite,Vega,5,8,8,Valueite,Orion Nebula,5,7,5,Rath
Terraspin,Ultimate Big Chill,Mostite,Orion Nebula,10,6,7,Herite,Sirius,9,10,9,Ultimate Big Chill
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Sirius,7,10,9,Slapback
Jetpack Alien,Ghostfreak,Townite,Tau Ceti,8,9,8,Groundite,Solaris,8,9,6,Jetpack Alien
Ditto,Swampfire,Workite,Alpha Centauri,8,4,6,Electionite,Krypton,9,4,10,Swampfire
Spidermonkey,Upchuck,Spaceite,Zygara,7,9,9,Formite,Krypton,7,4,10,Spidermonkey
The Worst,AmpFibian,Candidateite,Vortis,8,9,9,Particularite,Zantron,5,8,10,Crashhopper
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Lodestar
Swampfire,Ultimate Echo Echo,Electionite,Krypton,9,4,10,Totalite,Solaris,6,6,9,Ultimate Echo Echo
Mole-Stache,Goop,Yardite,Vega,5,4,6,Alsoite,Ego the Living Planet,9,8,10,Mole-Stache
Fasttrack,Ultimate Spidermonkey,Programite,Altair IV,9,10,10,Sendite,Nebulon,10,10,5,Fasttrack
Chromastone,Jetray,Candidateite,Tierra Nova,8,8,6,Togetherite,Tau Ceti,9,9,5,Wildmutt
Glitch Ben,Diamondhead,Oilite,Vega,8,4,8,Evidenceite,Vega,7,7,9,Glitch Ben
Ball Weevil,Glitch Ben,Darkite,Tierra Nova,10,10,8,Townite,Vega,8,4,8,Glitch Ben
Bullfrag,Feedback,Candidateite,Ego the Living Planet,5,10,5,Workite,Qonos,8,4,6,Ditto
Ultimate Swampfire,XLR8,Centuryite,Ego the Living Planet,9,10,10,Toughite,Beta Hydri,9,5,8,Ultimate Swampfire
Ultimate Humungousaur,Jetray,Togetherite,Vega,10,4,6,Herite,Tau Ceti,9,9,9,Ultimate Humungousaur
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Lodestar
Shocksquatch,Cannonbolt,Indeedite,Omega Centauri,9,6,6,Minuteite,Nebulon,9,10,7,Bloxx
Overflow,Big Chill,Receiveite,Nebulon,6,7,7,Sourceite,Vortis,9,5,8,Big Chill
Wildvine,Ultimate Swampfire,Herite,Sirius,9,10,9,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Upgrade,Big Chill,Minuteite,Pandora,9,7,10,Sourceite,Vortis,9,5,8,Upgrade
Cannonbolt,Big Chill,Minuteite,Nebulon,10,10,7,Sourceite,Vortis,9,5,8,Big Chill
Stinkfly,Slapback,Nameite,Alpha Centauri,5,5,10,Personite,Hala,9,6,5,Stinkfly
Mole-Stache,Goop,Yardite,Vega,5,4,6,Dealite,Ego the Living Planet,9,8,5,Mole-Stache
Chamalien,Ditto,Articleite,Hala,5,4,5,Workite,Alpha Centauri,8,4,6,Chamalien
Ultimate Echo Echo,Ultimate Swampfire,Totalite,Solaris,6,6,9,Centuryite,Ego the Living Planet,9,10,10,Ultimate Echo Echo
Ditto,Swampfire,Workite,Solaris,8,4,6,Electionite,Krypton,9,4,10,Ditto
Goop,Whampire,Alsoite,Ego the Living Planet,9,8,7,Riskite,Zygara,9,10,6,Goop
The Worst,Gutrot,Girlite,Tierra Nova,9,5,6,Particularlyite,Hala,9,10,9,Jury Rigg
Way Big,Four Arms,Formite,Tierra Nova,7,8,10,Decideite,Epsilon Eridani,8,4,5,Way Big
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Astrodactyl,Ultimate Gravattack,Acrossite,Hala,10,7,8,Actite,Rylos,10,4,7,Astrodactyl
Chamalien,Ditto,Articleite,Alpha Centauri,5,8,5,Workite,Alpha Centauri,8,4,6,The Worst
Crashhopper,AmpFibian,Faceite,Vega,7,7,9,Particularite,Zantron,5,6,5,Diamondhead
Spidermonkey,Terraspin,Somebodyite,Xenon,7,4,7,Mostite,Orion Nebula,10,6,7,Terraspin
Brainstorm,Terraspin,Somebodyite,Xenon,7,4,7,Mostite,Orion Nebula,10,6,7,Terraspin
Crashhopper,AmpFibian,Colorite,Vega,7,7,9,Particularite,Zantron,5,8,5,Crashhopper
Overflow,Big Chill,Minuteite,Nebulon,10,7,7,Sourceite,Vortis,9,5,8,Big Chill
Upchuck,Armodrillo,Particularlyite,Altair IV,7,10,5,Discussionite,Tierra Nova,5,4,10,Upchuck
Whampire,Eatle,Riskite,Zygara,9,10,6,Valueite,Orion Nebula,5,7,5,Eatle
Hot Shot,Snare-oh,Individualite,Tierra Nova,9,9,8,Aite,Vulcan,5,6,9,Blitzwolfer
Ultimate Wildmutt,Jetpack Alien,Particularlyite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Four Arms,The Worst,Decideite,Epsilon Eridani,8,4,5,Simpleite,Omega Centauri,6,8,6,The Worst
Clockwork,Jetray,Candidateite,Tierra Nova,8,8,6,Whereite,Tau Ceti,8,8,9,Jetray
Whampire,Eatle,Riskite,Zygara,9,10,8,Valueite,Orion Nebula,5,7,5,Eatle
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Feedback,Armodrillo,Particularlyite,Beta Hydri,7,8,10,Discussionite,Tierra Nova,5,4,10,Armodrillo
Lodestar,Ultimate Gravattack,Cellite,Krypton,6,8,10,Actite,Rylos,10,6,7,Ultimate Gravattack
Rath,Eatle,Bestite,Vega,5,8,8,Valueite,Orion Nebula,5,7,5,Rath
Jury Rigg,Four Arms,Formite,Qonos,7,4,10,Decideite,Epsilon Eridani,8,4,5,Four Arms
Hot Shot,Ultimate Echo Echo,Personite,Epsilon Eridani,9,9,5,Totalite,Solaris,6,6,9,Wildmutt
Crashhopper,AmpFibian,Faceite,Vega,7,6,9,Particularite,Zantron,5,9,5,Crashhopper
Ultimate Way Big,Overflow,Threeite,Hala,7,4,6,Receiveite,Nebulon,6,7,8,Overflow
Upgrade,Big Chill,Minuteite,Pandora,9,7,10,Sourceite,Vortis,9,5,8,Upgrade
Way Big,Wildmutt,Chanceite,Epsilon Eridani,8,4,10,Chanceite,Epsilon Eridani,8,6,6,Wildmutt
XLR8,Ultimate Cannonbolt,Sourceite,Vortis,9,5,8,Spaceite,Xandar,8,9,9,Ultimate Cannonbolt
Blitzwolfer,Toepick,Storeite,Talos IV,9,9,6,Whereite,Xandar,7,6,9,Hot Shot
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Frankenstrike,Snare-oh,Actionite,Nexus Prime,10,7,8,Aite,Vulcan,5,6,7,Snare-oh
NRG,Wildmutt,Whereite,Rylos,7,6,10,Particularlyite,Hala,9,6,10,Gravattack
Ultimate Echo Echo,Ultimate Way Big,Totalite,Orion Nebula,6,6,9,Threeite,Hala,7,4,6,Ultimate Way Big
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Water Hazard,Upgrade,Withoutite,Xandar,9,10,8,Minuteite,Pandora,9,7,10,Upgrade
Astrodactyl,Ultimate Gravattack,Acrossite,Hala,10,7,8,Actite,Rylos,10,4,7,Astrodactyl
Eatle,Ditto,Sendite,Vulcan,5,7,5,Workite,Alpha Centauri,8,4,6,Jury Rigg
Bullfrag,Ultimate Big Chill,Politicalite,Orion Nebula,5,10,5,Herite,Sirius,9,10,9,Ultimate Big Chill
Ultimate Swampfire,Jury Rigg,Centuryite,Ego the Living Planet,9,10,10,Toughite,Beta Hydri,9,5,8,Ultimate Swampfire
Upchuck,Eatle,Riskite,Zygara,9,10,6,Valueite,Orion Nebula,5,4,5,Eatle
Water Hazard,Feedback,Seaite,Xandar,9,10,8,Minuteite,Pandora,9,7,10,Upgrade
Alien X,Ultimate Swampfire,Indeedite,Andromeda Prime,7,8,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Pesky Dust,Way Big,Simpleite,Nexus Prime,6,7,7,Formite,Tierra Nova,7,8,10,Way Big
Ghostfreak,Gax,Maybeite,Solaris,8,8,6,Girlite,Altair IV,9,5,6,Ghostfreak
Shocksquatch,Cannonbolt,Everite,Omega Centauri,7,6,6,Minuteite,Nebulon,9,10,7,Shocksquatch
Chromastone,Chamalien,Lateite,Tierra Nova,6,7,8,Norite,Qonos,7,4,8,NRG
Diamondhead,Snare-oh,Faceite,Vega,7,7,9,Aite,Vulcan,5,6,7,Snare-oh
Shock Rock,Eatle,Littleite,Rylos,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
Swampfire,Ultimate Echo Echo,Electionite,Krypton,9,4,10,Totalite,Solaris,6,6,9,Ultimate Echo Echo
Atomix,Fasttrack,Eastite,Sirius,10,5,10,Oilite,Altair IV,9,10,10,Atomix
Gax,Ultimate Spidermonkey,Girlite,Altair IV,9,5,6,Darkite,Tierra Nova,10,10,8,Ball Weevil
XLR8,Feedback,Seaite,Beta Hydri,9,10,9,Spaceite,Pandora,6,7,10,Upgrade
Walkatrout,Grey Matter,Formite,Sirius,7,9,9,Norite,Krypton,7,4,10,Spidermonkey
Goop,Whampire,Alsoite,Ego the Living Planet,9,8,7,Riskite,Zygara,9,10,6,Goop
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,10,6,7,Threeite,Beta Hydri,7,4,6,Terraspin
Shocksquatch,Cannonbolt,Everite,Omega Centauri,9,6,6,Herite,Nebulon,10,10,7,Bloxx
Goop,Whampire,Alsoite,Ego the Living Planet,9,8,7,Riskite,Zygara,9,10,6,Goop
Gravattack,Wildmutt,Greenite,Kratos IV,5,7,6,Chanceite,Epsilon Eridani,8,6,10,Gravattack
Gravattack,Wildmutt,Greenite,Vulcan,5,7,6,Chanceite,Epsilon Eridani,8,6,10,Gravattack
Blitzwolfer,Toepick,Storeite,Talos IV,9,6,6,Whereite,Xandar,7,6,9,Blitzwolfer
Ultimate Echo Echo,Feedback,Totalite,Solaris,6,6,9,Threeite,Xandar,7,4,6,Ultimate Echo Echo
Swampfire,Ultimate Echo Echo,Electionite,Krypton,9,4,10,Totalite,Solaris,6,6,9,Swampfire
Crashhopper,AmpFibian,Colorite,Vega,7,7,9,Particularite,Zantron,5,8,5,Crashhopper
Lodestar,Ultimate Gravattack,Cellite,Krypton,6,8,10,Actite,Rylos,10,4,7,Ultimate Gravattack
Ultimate Echo Echo,Ultimate Way Big,Totalite,Solaris,6,6,9,Threeite,Beta Hydri,7,4,6,Ultimate Echo Echo
Mole-Stache,Jetray,Yardite,Vega,5,4,6,Alsoite,Ego the Living Planet,9,8,8,Mole-Stache
Shock Rock,Eatle,Littleite,Rylos,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
Toepick,Blitzwolfer,Whereite,Xandar,7,6,9,Storeite,Talos IV,9,6,10,Toepick
Diamondhead,Snare-oh,Evidenceite,Vega,7,7,9,Aite,Vulcan,5,6,7,Snare-oh
Diamondhead,Snare-oh,Faceite,Zygara,7,7,9,Aite,Vulcan,5,6,7,Diamondhead
Fasttrack,Ultimate Spidermonkey,Programite,Altair IV,9,10,10,Sendite,Nebulon,10,10,5,Fasttrack
Glitch Ben,Diamondhead,Oilite,Vega,8,4,8,Evidenceite,Vega,6,7,9,Jetray
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Aite,Vulcan,5,6,7,Frankenstrike
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
The Worst,Jetpack Alien,Growthite,Altair IV,10,9,6,Townite,Tau Ceti,8,9,8,Mole-Stache
Jetpack Alien,Ghostfreak,Townite,Tau Ceti,8,9,8,Maybeite,Solaris,8,8,6,Clockwork
AmpFibian,Way Big,Particularite,Zantron,5,8,5,Formite,Tierra Nova,7,8,10,AmpFibian
Brainstorm,Terraspin,Somebodyite,Xenon,7,4,7,Mostite,Orion Nebula,10,6,7,Armodrillo
Pesky Dust,Way Big,Simpleite,Nexus Prime,6,7,7,Formite,Tierra Nova,7,8,10,Way Big
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Snare-oh,Jetpack Alien,Aite,Vulcan,10,7,7,Respondite,Rylos,8,9,8,Ultimate Wildmutt
Terraspin,Ultimate Big Chill,Mostite,Ego the Living Planet,10,6,7,Herite,Sirius,10,10,9,Terraspin
Ultimate Wildmutt,Jetpack Alien,Particularlyite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Ultimate Cannonbolt
Glitch Ben,Diamondhead,Oilite,Vega,8,4,8,Evidenceite,Vega,7,7,9,Glitch Ben
Alien X,Ultimate Swampfire,Indeedite,Andromeda Prime,7,8,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Big Chill
Ultimate Echo Echo,Ultimate Way Big,Totalite,Solaris,6,6,9,Threeite,Hala,7,4,6,Ultimate Echo Echo
Gax,Ball Weevil,Girlite,Altair IV,9,5,6,Toughite,Tierra Nova,10,10,8,Clockwork
Eatle,Ultimate Way Big,Lateite,Orion Nebula,5,7,5,Threeite,Hala,7,4,6,Ultimate Way Big
Kickin Hawk,AmpFibian,Loseite,Tierra Nova,8,5,8,Particularite,Zantron,5,8,5,AmpFibian
Water Hazard,Upgrade,Seaite,Xandar,9,10,8,Minuteite,Pandora,9,7,10,Upgrade
AmpFibian,Armodrillo,Norite,Altair IV,7,10,10,Discussionite,Tierra Nova,5,4,10,Armodrillo
Upchuck,Armodrillo,Particularlyite,Altair IV,7,10,5,Discussionite,Tierra Nova,5,4,10,Upchuck
Upchuck,Armodrillo,Particularlyite,Altair IV,7,10,5,Discussionite,Tierra Nova,5,4,10,Upchuck
Mole-Stache,Goop,Yardite,Vega,5,4,6,Alsoite,Ego the Living Planet,9,8,8,Mole-Stache
Upgrade,Big Chill,Minuteite,Pandora,6,7,10,Sourceite,Vortis,9,5,8,Upgrade
Spidermonkey,Terraspin,Somebodyite,Xenon,7,4,7,Mostite,Orion Nebula,10,6,7,Terraspin
Blitzwolfer,Toepick,Storeite,Talos IV,9,6,6,Whereite,Xandar,7,6,9,Blitzwolfer
Eatle,Ultimate Way Big,Valueite,Orion Nebula,5,7,5,Threeite,Alpha Centauri,7,4,6,Ultimate Way Big
XLR8,Gravattack,Sourceite,Beta Hydri,9,5,8,Greenite,Kratos IV,5,7,6,Gravattack
Ball Weevil,Glitch Ben,Candidateite,Tierra Nova,10,5,10,Togetherite,Vega,8,9,8,Walkatrout
Ultimate Big Chill,Ultimate Swampfire,Herite,Sirius,9,10,9,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Terraspin,Ultimate Way Big,Lateite,Orion Nebula,5,7,5,Threeite,Hala,7,4,6,Ultimate Way Big
Ultimate Swampfire,XLR8,Centuryite,Ego the Living Planet,9,10,10,Withoutite,Beta Hydri,7,5,8,Ultimate Swampfire
Atomix,Fasttrack,Withoutite,Rylos,10,5,10,Programite,Altair IV,9,10,10,Fasttrack
NRG,Ultimate Swampfire,Dealite,Sirius,7,9,9,Particularlyite,Altair IV,7,10,10,Spidermonkey
Ultimate Cannonbolt,Wildmutt,Spaceite,Kratos IV,8,7,8,Chanceite,Epsilon Eridani,8,6,10,Upchuck
Upgrade,Big Chill,Minuteite,Pandora,9,7,10,Sourceite,Vortis,9,5,8,Upgrade
Toepick,Heatblast,Whereite,Xandar,7,6,9,Storeite,Talos IV,9,6,9,Toepick
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Glitch Ben,Chamalien,Oilite,Vega,8,4,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Upgrade,Big Chill,Minuteite,Pandora,9,7,10,Sourceite,Vortis,9,5,8,Big Chill
Alien X,Ultimate Swampfire,Indeedite,Andromeda Prime,8,8,6,Centuryite,Sirius,9,10,9,Ultimate Big Chill
Chamalien,Ditto,Articleite,Alpha Centauri,5,4,5,Workite,Nexus Prime,8,7,6,Swampfire
Toepick,Blitzwolfer,Whereite,Xandar,7,6,9,Ontoite,Talos IV,9,6,6,Toepick
Big Chill,Ultimate Cannonbolt,Withoutite,Vortis,9,7,8,Spaceite,Xandar,8,9,9,Ultimate Cannonbolt
Terraspin,Ultimate Big Chill,Mostite,Orion Nebula,7,6,7,Herite,Sirius,9,10,9,Ultimate Big Chill
The Worst,Glitch Ben,Candidateite,Vega,7,4,6,Oilite,Nexus Prime,5,4,8,Jetray
Toepick,Blitzwolfer,Whereite,Epsilon Eridani,7,6,9,Storeite,Talos IV,9,6,9,Toepick
Whampire,Eatle,Riskite,Zygara,9,10,6,Valueite,Orion Nebula,5,7,5,Eatle
Ultimate Spidermonkey,Four Arms,Toughite,Nebulon,10,10,5,Decideite,Epsilon Eridani,8,4,5,Four Arms
Bullfrag,Ultimate Big Chill,Politicalite,Orion Nebula,5,10,5,Herite,Sirius,9,10,9,Ultimate Big Chill
Feedback,Lodestar,Norite,Beta Hydri,7,4,10,Cellite,Krypton,6,8,10,Feedback
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Lodestar
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Gravattack,Wildmutt,Greenite,Kratos IV,5,7,6,Chanceite,Epsilon Eridani,8,6,10,Gravattack
Fasttrack,Ultimate Spidermonkey,Programite,Altair IV,9,10,10,Sendite,Nebulon,10,10,5,Ultimate Spidermonkey
Ultimate Swampfire,Jury Rigg,Centuryite,Ego the Living Planet,9,10,10,Toughite,Beta Hydri,7,5,8,Ultimate Swampfire
Jetray,Ultimate Swampfire,Indeedite,Tierra Nova,7,8,10,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Shocksquatch,Cannonbolt,Everite,Omega Centauri,9,6,6,Minuteite,Nebulon,10,10,7,Shocksquatch
Blitzwolfer,Toepick,Storeite,Talos IV,9,6,6,Whereite,Xandar,7,6,9,Blitzwolfer
Ultimate Way Big,Overflow,Threeite,Hala,7,4,6,Receiveite,Nebulon,6,7,8,Overflow
Upgrade,Big Chill,Minuteite,Pandora,6,7,10,Sourceite,Vortis,9,5,8,Upgrade
Fasttrack,Ultimate Spidermonkey,Programite,Altair IV,9,10,10,Sendite,Nebulon,10,10,5,Fasttrack
Whampire,Eatle,Riskite,Zygara,9,10,6,Valueite,Orion Nebula,5,7,5,Eatle
Ultimate Echo Echo,Ultimate Swampfire,Totalite,Solaris,6,6,9,Centuryite,Ego the Living Planet,9,10,10,Ultimate Echo Echo
Bullfrag,Ultimate Echo Echo,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Ultimate Big Chill
Humungousaur,Eatle,Littleite,Zygara,7,6,6,Valueite,Orion Nebula,10,10,5,Eatle
Toepick,Eatle,Littleite,Zygara,7,6,9,Minuteite,Orion Nebula,9,7,5,Upgrade
Glitch Ben,Diamondhead,Oilite,Vega,8,4,8,Evidenceite,Vega,7,7,9,Glitch Ben
Four Arms,Shocksquatch,Decideite,Epsilon Eridani,8,4,5,Candidateite,Vortis,6,8,6,Toepick
Chamalien,Ditto,Articleite,Alpha Centauri,5,4,5,Workite,Alpha Centauri,8,4,6,Chamalien
Lodestar,Ultimate Gravattack,Cellite,Krypton,6,8,10,Actite,Rylos,10,4,7,Ultimate Gravattack
Snare-oh,Echo Echo,Aite,Vulcan,5,6,7,Leaderite,Rylos,8,4,8,Echo Echo
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,5,Slapback
Whampire,Eatle,Riskite,Zygara,9,10,6,Valueite,Orion Nebula,5,7,5,Eatle
Way Big,Wildmutt,Decideite,Epsilon Eridani,8,4,7,Chanceite,Epsilon Eridani,8,6,10,Wildmutt
Spidermonkey,AmpFibian,Evidenceite,Vega,7,7,9,Particularite,Zantron,5,8,5,Diamondhead
Ultimate Big Chill,Ultimate Swampfire,Herite,Sirius,9,10,9,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Kickin Hawk,Ghostfreak,Townite,Tau Ceti,8,9,8,Maybeite,Solaris,8,8,6,Clockwork
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Astrodactyl,NRG,Acrossite,Hala,10,7,8,Earlyite,Rylos,7,5,10,Astrodactyl
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Frankenstrike,Snare-oh,Actionite,Nexus Prime,10,7,8,Aite,Vulcan,5,6,7,Snare-oh
Ultimate Echo Echo,Ultimate Way Big,Totalite,Solaris,6,6,9,Threeite,Hala,7,4,6,Ultimate Echo Echo
Gax,Snare-oh,Girlite,Altair IV,9,5,6,Aite,Vulcan,5,6,7,Snare-oh
Ghostfreak,Gax,Maybeite,Solaris,8,8,6,Girlite,Altair IV,9,5,6,Ghostfreak
Ultimate Echo Echo,Ultimate Way Big,Totalite,Solaris,6,6,9,Threeite,Hala,7,4,6,Ultimate Echo Echo
Blitzwolfer,Toepick,Storeite,Talos IV,9,6,6,Whereite,Xandar,7,6,9,Blitzwolfer
Ultimate Cannonbolt,Wildmutt,Faceite,Kratos IV,8,7,10,Chanceite,Epsilon Eridani,8,6,10,Gravattack
Whampire,Feedback,Darkite,Kratos IV,10,10,9,Oilite,Alpha Centauri,8,9,10,Big Chill
Mole-Stache,Goop,Yardite,Vega,5,4,6,Thusite,Ego the Living Planet,9,8,8,Mole-Stache
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Swampfire,Ultimate Echo Echo,Electionite,Krypton,9,4,10,Totalite,Solaris,6,6,9,Ultimate Echo Echo
Atomix,Fasttrack,Eastite,Sirius,10,5,10,Programite,Altair IV,9,10,7,Fasttrack
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Glitch Ben,Jetray,Oilite,Vega,8,4,8,Togetherite,Vega,7,7,9,Ultimate Humungousaur
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Jetray
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Hot Shot,Toepick,Personite,Epsilon Eridani,9,9,7,Whereite,Xandar,7,6,9,Toepick
Lodestar,Ultimate Gravattack,Cellite,Krypton,6,8,10,Actite,Rylos,10,4,7,Lodestar
AmpFibian,Jetpack Alien,Spaceite,Rylos,6,9,9,Norite,Rylos,7,10,10,NRG
The Worst,AmpFibian,Colorite,Vega,7,10,9,Particularite,Zantron,5,8,5,Crashhopper
Big Chill,Ultimate Cannonbolt,Sourceite,Vortis,9,5,8,Spaceite,Alpha Centauri,8,9,9,Ultimate Cannonbolt
Ultimate Humungousaur,Jetray,Yardite,Vega,10,4,6,Dealite,Tau Ceti,9,8,9,Ultimate Humungousaur
Feedback,Armodrillo,Norite,Beta Hydri,7,4,10,Discussionite,Tierra Nova,5,4,10,Ultimate Wildmutt
Water Hazard,Upgrade,Spaceite,Xandar,7,10,8,Minuteite,Pandora,9,7,10,Water Hazard
Upchuck,Armodrillo,Particularlyite,Altair IV,7,10,5,Discussionite,Tierra Nova,5,4,10,Upchuck
Hot Shot,Toepick,Ontoite,Epsilon Eridani,9,6,6,Whereite,Xandar,6,6,7,Brainstorm
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Toepick,Blitzwolfer,Whereite,Xandar,7,6,9,Storeite,Talos IV,9,6,6,Blitzwolfer
Ultimate Way Big,Overflow,Threeite,Hala,7,4,6,Receiveite,Nebulon,6,7,8,Overflow
Brainstorm,Terraspin,Somebodyite,Krypton,7,4,7,Mostite,Rylos,10,6,7,Terraspin
Way Big,Wildmutt,Chanceite,Epsilon Eridani,8,4,5,Chanceite,Epsilon Eridani,6,6,10,Wildmutt
Cannonbolt,Big Chill,Minuteite,Nebulon,10,10,7,Sourceite,Vortis,9,5,8,Overflow
Kickin Hawk,AmpFibian,Loseite,Vega,8,7,8,Particularite,Zantron,5,8,7,Diamondhead
Ultimate Cannonbolt,Wildmutt,Greenite,Kratos IV,7,7,6,Chanceite,Epsilon Eridani,8,6,10,Upchuck
Bloxx,Ditto,Taxite,Vulcan,8,8,9,Workite,Alpha Centauri,8,4,6,Grey Matter
Ball Weevil,Glitch Ben,Acrossite,Tierra Nova,10,10,8,Oilite,Vega,8,4,5,Glitch Ben
NRG,XLR8,Earlyite,Rylos,5,5,10,Workite,Krypton,9,4,5,Ditto
XLR8,Ultimate Cannonbolt,Sourceite,Vortis,9,5,8,Spaceite,Xandar,8,9,9,Ultimate Cannonbolt
