alien_name,enemy_name,alien1_species,alien1_home_planet,alien1_strength_level,alien1_speed_level,alien1_intelligence,alien2_species,alien2_home_planet,alien2_strength_level,alien2_speed_level,alien2_intelligence,winner
Lodestar,Grey Matter,Cellite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Gax,Ultimate Echo Echo,Girlite,Talos IV,9,5,9,Totalite,Solaris,10,6,9,Heatblast
Blitzwolfer,Toepick,Storeite,Nexus Prime,6,7,9,Whereite,Xandar,5,6,9,Way Big
Gravattack,Big Chill,Greenite,Vulcan,5,6,5,Sourceite,Hala,8,10,8,Way Big
Alien X,Ultimate Big Chill,Indeedite,Krypton,7,4,6,Herite,Krypton,9,10,10,Ultimate Big Chill
Walkatrout,Ultimate Way Big,Taxite,Vega,6,8,9,Actite,Hala,5,8,5,Slapback
Terraspin,Ultimate Way Big,Mostite,Hala,10,7,5,Agentite,Rylos,7,4,7,Astrodactyl
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Crashhopper,Eatle,Colorite,Vega,7,7,9,Valueite,Hala,5,8,5,Slapback
Rath,Eatle,Bestite,Vega,5,4,8,Valueite,Orion Nebula,8,4,6,Rath
Rath,Eatle,Bestite,Vega,8,5,8,Valueite,Orion Nebula,5,8,5,Eatle
Walkatrout,Grey Matter,Centuryite,Ego the Living Planet,6,8,6,Groundite,Hala,7,4,8,Jury Rigg
Frankenstrike,Jetray,Programite,Altair IV,9,5,6,Dealite,Krypton,9,10,10,Ultimate Big Chill
Rath,Eatle,Bestite,Vega,6,8,6,Valueite,Orion Nebula,5,8,5,Rath
Slapback,Big Chill,Personite,Hala,9,7,6,Sourceite,Solaris,6,10,9,Blitzwolfer
Frankenstrike,Eatle,Actionite,Vega,10,7,8,Valueite,Orion Nebula,5,6,7,Frankenstrike
Frankenstrike,Snare-oh,Actionite,Altair IV,7,5,6,Aite,Vulcan,5,6,10,Frankenstrike
Ultimate Humungousaur,Big Chill,Togetherite,Vega,10,4,8,Sourceite,Tau Ceti,9,8,10,Way Big
Lodestar,Ultimate Way Big,Cellite,Orion Nebula,9,6,6,Threeite,Hala,10,10,7,Lodestar
Rath,Eatle,Bestite,Vega,6,8,6,Valueite,Orion Nebula,5,8,5,Rath
Lodestar,Wildmutt,Cellite,Epsilon Eridani,5,4,10,Chanceite,Epsilon Eridani,8,4,6,Lodestar
Frankenstrike,Jetray,Togetherite,Vega,7,4,10,Dealite,Krypton,9,8,10,Lodestar
Four Arms,Lodestar,Decideite,Vega,5,4,6,Cellite,Krypton,6,8,10,Lodestar
Walkatrout,Wildmutt,Taxite,Vulcan,5,10,5,Chanceite,Epsilon Eridani,8,4,6,Gravattack
Ultimate Humungousaur,Jetray,Togetherite,Vega,10,4,5,Dealite,Tau Ceti,9,8,10,Ultimate Humungousaur
Jetray,Feedback,Dealite,Tau Ceti,8,4,8,Norite,Krypton,9,8,10,Jetray
Rath,Eatle,Cellite,Alpha Centauri,5,4,6,Valueite,Rylos,9,4,7,Humungousaur
Walkatrout,Ultimate Way Big,Taxite,Solaris,6,8,9,Threeite,Hala,7,4,6,Ultimate Way Big
Frankenstrike,Armodrillo,Earlyite,Rylos,7,4,10,Discussionite,Krypton,6,4,10,Lodestar
Frankenstrike,Snare-oh,Actionite,Altair IV,9,5,6,Aite,Vulcan,5,6,7,Frankenstrike
Gravattack,Wildmutt,Storeite,Talos IV,9,6,6,Chanceite,Xandar,8,6,9,Gravattack
Ultimate Humungousaur,Jetray,Dealite,Sirius,9,4,9,Dealite,Krypton,9,8,10,Lodestar
Shock Rock,Eatle,Littleite,Vega,5,4,6,Valueite,Rylos,9,7,7,Overflow
Shock Rock,Eatle,Littleite,Rylos,7,4,6,Valueite,Krypton,9,4,10,NRG
Frankenstrike,Snare-oh,Actionite,Vega,7,7,8,Aite,Vulcan,7,8,10,Way Big
Astrodactyl,Ultimate Gravattack,Acrossite,Hala,9,7,8,Actite,Orion Nebula,10,4,7,Astrodactyl
Rath,Eatle,Bestite,Xenon,7,4,7,Decideite,Orion Nebula,10,6,7,Terraspin
Lodestar,Wildmutt,Cellite,Qonos,8,4,8,Chanceite,Orion Nebula,8,6,10,Lodestar
Kickin Hawk,Gutrot,Loseite,Hala,8,4,5,Thusite,Krypton,7,7,10,NRG
Lodestar,Wildmutt,Cellite,Epsilon Eridani,5,7,6,Chanceite,Epsilon Eridani,8,6,10,Lodestar
Rath,Eatle,Bestite,Vega,9,5,8,Valueite,Orion Nebula,5,4,5,Rath
Rath,Eatle,Bestite,Vega,7,8,8,Valueite,Orion Nebula,8,4,5,Jury Rigg
Rath,Eatle,Bestite,Vega,7,4,8,Valueite,Orion Nebula,8,7,7,Eatle
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,9,6,6,Threeite,Hala,10,10,9,Terraspin
Shock Rock,Eatle,Littleite,Vega,7,4,10,Valueite,Krypton,5,4,10,Eatle
Lodestar,Wildmutt,Cellite,Alpha Centauri,5,4,10,Chanceite,Epsilon Eridani,8,4,6,Jury Rigg
Ultimate Swampfire,Big Chill,Centuryite,Ego the Living Planet,9,10,10,Sourceite,Krypton,7,4,10,Lodestar
Rath,Eatle,Bestite,Vega,5,4,5,Valueite,Orion Nebula,9,4,5,Eatle
Lodestar,Grey Matter,Cellite,Orion Nebula,8,8,6,Groundite,Krypton,7,4,6,Grey Matter
Terraspin,Big Chill,Storeite,Vulcan,5,6,7,Sourceite,Vortis,8,5,8,Jetpack Alien
Ultimate Swampfire,Big Chill,Centuryite,Ego the Living Planet,9,10,10,Sourceite,Altair IV,9,5,8,Lodestar
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,5,10,Townite,Tau Ceti,9,10,8,Way Big
Slapback,Ultimate Echo Echo,Personite,Hala,8,4,5,Totalite,Rylos,6,7,10,Ultimate Echo Echo
Terraspin,Ultimate Way Big,Mostite,Solaris,6,6,9,Threeite,Krypton,9,10,9,Terraspin
Frankenstrike,Walkatrout,Actionite,Rylos,7,5,10,Taxite,Vulcan,5,7,10,Frankenstrike
Overflow,Big Chill,Receiveite,Nebulon,9,7,10,Sourceite,Vortis,9,5,8,Overflow
Gravattack,Wildmutt,Greenite,Zygara,9,10,6,Chanceite,Orion Nebula,8,6,9,Gravattack
Frankenstrike,Four Arms,Respondite,Vega,10,9,5,Decideite,Vulcan,8,9,8,Way Big
Frankenstrike,Snare-oh,Actionite,Vortis,9,5,8,Aite,Xandar,5,9,7,Ultimate Cannonbolt
Whampire,Eatle,Riskite,Vega,9,5,8,Valueite,Orion Nebula,5,7,5,Eatle
Frankenstrike,Snare-oh,Actionite,Altair IV,10,9,5,Aite,Vulcan,5,6,8,Way Big
Ultimate Wildmutt,Jetpack Alien,Respondite,Vega,10,9,5,Townite,Tau Ceti,7,10,9,Ultimate Wildmutt
Bloxx,Wildmutt,Personite,Vortis,8,9,5,Chanceite,Epsilon Eridani,8,9,9,Ultimate Cannonbolt
Walkatrout,Wildmutt,Taxite,Vulcan,10,10,5,Chanceite,Epsilon Eridani,8,9,10,Grey Matter
Frankenstrike,Snare-oh,Actionite,Hala,10,7,8,Earlyite,Rylos,7,5,10,NRG
Frankenstrike,Ultimate Big Chill,Actionite,Rylos,7,4,10,Herite,Krypton,9,10,10,Overflow
Terraspin,Big Chill,Mostite,Tierra Nova,9,9,7,Sourceite,Krypton,9,10,9,Ultimate Big Chill
Four Arms,Four Arms,Decideite,Vega,7,9,10,Decideite,Epsilon Eridani,7,6,5,Way Big
Lodestar,Ultimate Gravattack,Cellite,Rylos,5,8,10,Actite,Krypton,7,4,7,Humungousaur
Lodestar,Swampfire,Cellite,Alpha Centauri,8,4,5,Electionite,Krypton,6,7,10,Ditto
Rath,Eatle,Bestite,Hala,5,8,6,Valueite,Orion Nebula,10,4,6,Rath
Gravattack,Wildmutt,Greenite,Talos IV,7,6,7,Chanceite,Orion Nebula,8,6,9,Terraspin
Whampire,Eatle,Riskite,Vega,9,7,9,Valueite,Alpha Centauri,5,4,5,Crashhopper
Ultimate Swampfire,Ultimate Way Big,Minuteite,Ego the Living Planet,9,8,10,Threeite,Qonos,7,4,8,Jury Rigg
Way Big,Four Arms,Respondite,Altair IV,7,9,5,Particularite,Tau Ceti,8,8,5,Way Big
Lodestar,Ditto,Cellite,Alpha Centauri,5,4,5,Workite,Alpha Centauri,6,7,7,Chamalien
Terraspin,Ultimate Way Big,Storeite,Orion Nebula,9,6,7,Threeite,Orion Nebula,7,6,9,Terraspin
Rath,Four Arms,Bestite,Krypton,5,4,10,Decideite,Orion Nebula,8,4,7,Terraspin
Four Arms,Lodestar,Decideite,Vega,8,4,5,Aite,Vortis,6,8,7,Way Big
Rath,Eatle,Littleite,Rylos,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
Ultimate Humungousaur,Big Chill,Togetherite,Vega,10,4,6,Sourceite,Krypton,9,8,9,Lodestar
Terraspin,Ultimate Way Big,Mostite,Epsilon Eridani,9,6,5,Threeite,Hala,8,10,9,Terraspin
Terraspin,Ultimate Way Big,Mostite,Solaris,6,6,7,Threeite,Krypton,9,10,6,Lodestar
Toepick,Wildmutt,Whereite,Vega,10,5,8,Chanceite,Epsilon Eridani,8,9,8,Wildmutt
Rath,Eatle,Bestite,Tierra Nova,9,5,6,Valueite,Orion Nebula,5,7,5,Rath
Overflow,Grey Matter,Receiveite,Nebulon,9,10,10,Sourceite,Krypton,9,5,8,Lodestar
Frankenstrike,Toepick,Actionite,Nexus Prime,6,7,8,Whereite,Vulcan,7,6,9,Way Big
Bullfrag,Jetray,Politicalite,Sirius,5,10,5,Dealite,Sirius,9,10,10,Ultimate Big Chill
Terraspin,Big Chill,Togetherite,Altair IV,5,10,5,Sourceite,Hala,9,10,9,Slapback
Overflow,Big Chill,Receiveite,Epsilon Eridani,10,10,7,Sourceite,Krypton,7,5,8,Way Big
Walkatrout,Wildmutt,Taxite,Vulcan,5,9,5,Chanceite,Epsilon Eridani,8,9,8,Grey Matter
Frankenstrike,Ultimate Gravattack,Actionite,Rylos,5,8,10,Actite,Rylos,10,8,7,Lodestar
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,7,Groundite,Krypton,8,4,6,Grey Matter
Lodestar,Wildmutt,Cellite,Tierra Nova,5,4,10,Chanceite,Epsilon Eridani,8,4,6,Grey Matter
Blitzwolfer,Wildmutt,Storeite,Vortis,9,7,8,Whereite,Xandar,7,6,9,Toepick
Upgrade,Big Chill,Minuteite,Pandora,9,7,10,Sourceite,Vortis,9,10,9,Ultimate Big Chill
Slapback,Ultimate Gravattack,Personite,Hala,9,7,8,Actite,Rylos,7,4,7,Astrodactyl
Slapback,Big Chill,Personite,Altair IV,9,10,6,Sourceite,Krypton,9,10,10,Ultimate Big Chill
Shock Rock,Eatle,Littleite,Rylos,7,5,6,Valueite,Orion Nebula,5,7,5,Eatle
Terraspin,Ultimate Way Big,Mostite,Pandora,9,7,7,Threeite,Vortis,7,5,8,Big Chill
Rath,Grey Matter,Taxite,Vulcan,5,5,10,Groundite,Krypton,9,6,5,Slapback
Blitzwolfer,Toepick,Storeite,Rylos,9,7,6,Whereite,Xandar,5,6,7,Gravattack
Gravattack,Wildmutt,Greenite,Epsilon Eridani,9,9,6,Chanceite,Epsilon Eridani,7,6,9,Gravattack
Gravattack,Wildmutt,Greenite,Kratos IV,9,7,6,Chanceite,Epsilon Eridani,8,6,9,Gravattack
Frankenstrike,Eatle,Riskite,Vega,9,4,8,Valueite,Orion Nebula,5,4,5,Four Arms
Kickin Hawk,AmpFibian,Loseite,Tierra Nova,8,5,8,Particularite,Alpha Centauri,5,8,5,Kickin Hawk
Ultimate Humungousaur,Four Arms,Togetherite,Vega,10,7,9,Townite,Tau Ceti,10,8,5,Ultimate Humungousaur
Rath,Eatle,Bestite,Vega,8,5,8,Valueite,Orion Nebula,5,8,5,Rath
Atomix,Snare-oh,Eastite,Vega,10,5,10,Aite,Vulcan,8,4,8,Way Big
Rath,Ultimate Way Big,Bestite,Tierra Nova,6,8,9,Threeite,Orion Nebula,8,4,6,Rath
NRG,Ultimate Wildmutt,Colorite,Vega,7,4,10,Particularite,Krypton,9,8,5,Lodestar
Rath,Ditto,Bestite,Alpha Centauri,5,4,10,Workite,Hala,9,6,7,Slapback
Rath,Eatle,Bestite,Vega,5,8,8,Valueite,Orion Nebula,10,7,7,Rath
Lodestar,Ultimate Gravattack,Cellite,Krypton,6,8,10,Actite,Rylos,10,4,7,Terraspin
Four Arms,Wildmutt,Actionite,Vega,10,10,8,Decideite,Epsilon Eridani,5,4,7,Frankenstrike
Four Arms,Eatle,Decideite,Vega,8,4,8,Valueite,Orion Nebula,5,4,5,Four Arms
Walkatrout,Four Arms,Decideite,Epsilon Eridani,5,5,10,Decideite,Epsilon Eridani,9,6,5,Way Big
AmpFibian,Jetray,Particularite,Zantron,8,4,5,Dealite,Tierra Nova,6,8,10,Jetray
Walkatrout,Grey Matter,Taxite,Vulcan,5,6,10,Groundite,Vortis,8,4,6,Jetpack Alien
Frankenstrike,Eatle,Actionite,Rylos,7,9,10,Aite,Krypton,5,9,5,Frankenstrike
Blitzwolfer,Ultimate Way Big,Storeite,Talos IV,7,6,7,Threeite,Orion Nebula,10,6,7,Terraspin
Rath,Eatle,Bestite,Vega,8,8,6,Valueite,Orion Nebula,5,8,5,Rath
Crashhopper,Jetray,Colorite,Altair IV,7,10,5,Dealite,Krypton,5,4,10,Crashhopper
Rath,Eatle,Bestite,Vega,5,8,8,Valueite,Orion Nebula,8,4,6,Rath
Alien X,Ultimate Big Chill,Indeedite,Andromeda Prime,9,8,6,Herite,Krypton,9,10,7,Ultimate Big Chill
Alien X,Ultimate Big Chill,Indeedite,Andromeda Prime,7,8,6,Herite,Krypton,9,8,10,Lodestar
Shock Rock,Eatle,Littleite,Altair IV,7,10,10,Valueite,Orion Nebula,5,10,5,Crashhopper
Blitzwolfer,Toepick,Storeite,Hala,9,6,6,Whereite,Xandar,7,4,9,Blitzwolfer
Ultimate Wildmutt,Snare-oh,Respondite,Vega,10,9,5,Aite,Vulcan,8,9,8,Way Big
Ultimate Swampfire,Lodestar,Centuryite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Lodestar
Alien X,Big Chill,Indeedite,Ego the Living Planet,10,8,8,Sourceite,Krypton,9,5,6,Ultimate Big Chill
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,10,6,7,Threeite,Hala,9,5,6,Terraspin
Shock Rock,Eatle,Littleite,Beta Hydri,9,6,8,Valueite,Orion Nebula,5,7,5,Gravattack
Terraspin,Grey Matter,Mostite,Orion Nebula,8,6,5,Threeite,Hala,7,4,6,Terraspin
Ultimate Swampfire,Swampfire,Centuryite,Vega,5,4,6,Withoutite,Nebulon,6,7,8,Overflow
Frankenstrike,Snare-oh,Actionite,Nexus Prime,6,7,7,Aite,Vulcan,7,6,10,Way Big
Ultimate Wildmutt,Four Arms,Riskite,Nebulon,10,10,6,Decideite,Epsilon Eridani,8,4,5,Ultimate Wildmutt
Ultimate Humungousaur,Jetray,Indeedite,Sirius,7,4,9,Dealite,Krypton,9,8,10,Lodestar
Slapback,Eatle,Personite,Vortis,9,5,8,Chanceite,Orion Nebula,8,4,5,Terraspin
Slapback,Bloxx,Personite,Tierra Nova,9,5,8,Actite,Rylos,5,4,10,Gravattack
Ghostfreak,Gax,Maybeite,Solaris,8,8,6,Girlite,Altair IV,10,10,7,Ghostfreak
Frankenstrike,Eatle,Actionite,Vega,9,5,8,Valueite,Orion Nebula,5,4,5,Glitch Ben
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,9,6,6,Threeite,Hala,7,4,6,Terraspin
Lodestar,Wildmutt,Cellite,Epsilon Eridani,8,4,5,Chanceite,Epsilon Eridani,8,4,10,Wildmutt
Toepick,Toepick,Whereite,Nexus Prime,6,7,7,Whereite,Vulcan,7,8,10,Way Big
Frankenstrike,Ultimate Big Chill,Girlite,Altair IV,9,5,6,Herite,Tierra Nova,10,10,8,Gax
Atomix,Jetpack Alien,Eastite,Sirius,10,5,8,Townite,Tau Ceti,8,8,8,Atomix
Four Arms,Wildmutt,Decideite,Epsilon Eridani,10,9,5,Decideite,Epsilon Eridani,8,4,5,Way Big
Shock Rock,Eatle,Littleite,Rylos,8,4,6,Valueite,Krypton,9,4,10,Eatle
Glitch Ben,Four Arms,Oilite,Qonos,7,4,8,Decideite,Orion Nebula,8,4,5,Glitch Ben
Ultimate Echo Echo,NRG,Totalite,Solaris,8,6,9,Earlyite,Beta Hydri,7,4,10,Ultimate Echo Echo
Frankenstrike,Snare-oh,Actionite,Zygara,7,9,9,Aite,Vulcan,5,6,7,Frankenstrike
Slapback,Bloxx,Personite,Hala,8,10,9,Agentite,Hala,5,8,5,Big Chill
Terraspin,Big Chill,Mostite,Epsilon Eridani,10,9,7,Sourceite,Hala,7,10,9,Ultimate Big Chill
Fasttrack,Ultimate Gravattack,Withoutite,Altair IV,9,10,10,Actite,Rylos,10,10,5,Fasttrack
Toepick,Big Chill,Whereite,Vega,10,5,9,Aite,Vulcan,8,9,8,Way Big
Gravattack,Wildmutt,Storeite,Epsilon Eridani,9,9,7,Chanceite,Xandar,8,6,9,Toepick
Four Arms,Swampfire,Decideite,Alpha Centauri,8,4,6,Electionite,Krypton,6,7,10,Ditto
Walkatrout,Wildmutt,Taxite,Epsilon Eridani,5,9,9,Chanceite,Epsilon Eridani,7,4,10,Grey Matter
Hot Shot,Ultimate Big Chill,Personite,Tau Ceti,9,6,9,Herite,Krypton,6,10,10,Ultimate Big Chill
Lodestar,Ultimate Gravattack,Somebodyite,Xenon,7,4,7,Actite,Orion Nebula,10,6,7,Terraspin
Blitzwolfer,Bloxx,Storeite,Omega Centauri,9,6,6,Agentite,Hala,10,10,7,Terraspin
Four Arms,Wildmutt,Decideite,Epsilon Eridani,5,7,6,Chanceite,Epsilon Eridani,8,6,10,Wildmutt
Rath,Eatle,Bestite,Vega,5,4,6,Valueite,Orion Nebula,5,7,5,Rath
Slapback,Jetray,Personite,Altair IV,9,10,5,Dealite,Hala,5,8,10,Slapback
Toepick,Wildmutt,Whereite,Xandar,10,9,9,Chanceite,Epsilon Eridani,8,6,8,Toepick
Way Big,Eatle,Formite,Vega,7,4,8,Valueite,Epsilon Eridani,5,7,5,Glitch Ben
Terraspin,Ultimate Way Big,Mostite,Hala,9,6,5,Threeite,Hala,8,10,9,Terraspin
Frankenstrike,Gutrot,Actionite,Pandora,9,7,8,Sourceite,Vortis,6,10,9,Upgrade
Four Arms,The Worst,Decideite,Epsilon Eridani,8,4,5,Candidateite,Vortis,6,8,10,The Worst
Ultimate Humungousaur,Jetray,Togetherite,Krypton,10,4,6,Dealite,Krypton,9,8,9,Ultimate Humungousaur
Ultimate Swampfire,Big Chill,Centuryite,Xandar,9,10,8,Cellite,Krypton,9,7,10,Lodestar
Four Arms,Wildmutt,Greenite,Xandar,7,6,9,Chanceite,Epsilon Eridani,9,6,6,Gravattack
Rath,Ultimate Way Big,Bestite,Tierra Nova,8,8,6,Valueite,Krypton,9,4,10,Ditto
Blitzwolfer,Toepick,Storeite,Altair IV,10,9,5,Whereite,Xandar,8,9,8,Way Big
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,9,10,9,Slapback
Lodestar,Wildmutt,Cellite,Krypton,6,8,6,Chanceite,Solaris,8,6,10,Lodestar
Frankenstrike,Big Chill,Actionite,Kratos IV,10,7,8,Sourceite,Krypton,9,10,10,Ultimate Big Chill
Ultimate Wildmutt,Big Chill,Respondite,Altair IV,5,10,5,Townite,Hala,7,10,9,Way Big
Overflow,Big Chill,Receiveite,Epsilon Eridani,10,6,7,Sourceite,Vortis,7,5,8,Overflow
Four Arms,Wildmutt,Decideite,Xandar,8,7,6,Chanceite,Epsilon Eridani,8,6,10,Gravattack
Toepick,Heatblast,Whereite,Xandar,7,6,9,Ontoite,Talos IV,9,6,9,Toepick
Frankenstrike,Jetray,Actionite,Krypton,9,10,8,Dealite,Krypton,9,10,10,Ultimate Big Chill
Rath,Eatle,Lateite,Rylos,5,8,6,Valueite,Orion Nebula,10,4,7,Rath
Slapback,Bloxx,Personite,Hala,9,5,8,Agentite,Hala,8,9,9,Bloxx
Way Big,Four Arms,Formite,Tierra Nova,10,5,10,Decideite,Epsilon Eridani,8,4,8,Way Big
Way Big,Four Arms,Formite,Vega,7,7,9,Decideite,Epsilon Eridani,5,4,5,Way Big
Overflow,Wildmutt,Greenite,Epsilon Eridani,9,9,6,Chanceite,Epsilon Eridani,7,6,9,Gravattack
Ultimate Wildmutt,Jetpack Alien,Respondite,Vega,10,9,6,Townite,Tau Ceti,8,9,8,Way Big
Atomix,Upchuck,Eastite,Vega,10,5,8,Aite,Vulcan,7,8,7,Glitch Ben
Frankenstrike,Jetray,Earlyite,Zygara,7,9,10,Dealite,Krypton,7,10,5,Upchuck
Fasttrack,Bloxx,Individualite,Omega Centauri,9,6,6,Herite,Sirius,10,10,7,Cannonbolt
Blitzwolfer,Bloxx,Storeite,Altair IV,9,5,6,Agentite,Tierra Nova,10,10,7,Gax
Four Arms,Wildmutt,Decideite,Epsilon Eridani,8,4,8,Chanceite,Epsilon Eridani,8,6,9,Wildmutt
Rath,Eatle,Bestite,Vega,5,8,10,Valueite,Orion Nebula,8,4,6,Rath
Rath,Eatle,Bestite,Vega,5,8,8,Valueite,Orion Nebula,5,7,5,Rath
Slapback,Ultimate Big Chill,Personite,Ego the Living Planet,9,6,5,Agentite,Hala,10,10,9,Slapback
Rath,Wildmutt,Bestite,Orion Nebula,5,7,5,Chanceite,Orion Nebula,8,4,6,Rath
Frankenstrike,Snare-oh,Actionite,Vega,10,9,6,Aite,Vulcan,5,9,8,Ultimate Wildmutt
Ultimate Humungousaur,Big Chill,Togetherite,Kratos IV,8,4,10,Sourceite,Krypton,9,10,8,Lodestar
Overflow,Big Chill,Receiveite,Xandar,9,10,8,Sourceite,Vortis,9,7,10,Overflow
Ultimate Humungousaur,Jetray,Togetherite,Zantron,10,4,9,Dealite,Tau Ceti,9,8,10,Way Big
Terraspin,Ultimate Way Big,Mostite,Pandora,9,7,7,Threeite,Vortis,7,4,8,Blitzwolfer
Overflow,Big Chill,Receiveite,Xandar,6,7,7,Sourceite,Xandar,7,6,9,Way Big
Rath,Eatle,Bestite,Vega,8,4,8,Valueite,Orion Nebula,5,4,5,Rath
Rath,Eatle,Bestite,Vega,7,4,8,Valueite,Orion Nebula,5,4,5,Rath
Glitch Ben,Eatle,Oilite,Vega,8,4,8,Valueite,Orion Nebula,5,4,9,Glitch Ben
Alien X,Ultimate Gravattack,Indeedite,Alpha Centauri,8,8,6,Actite,Krypton,9,4,10,NRG
Walkatrout,Grey Matter,Taxite,Ego the Living Planet,9,10,10,Groundite,Krypton,9,5,6,Cannonbolt
Four Arms,Wildmutt,Decideite,Xandar,8,7,9,Chanceite,Epsilon Eridani,8,6,9,Gravattack
Rath,Grey Matter,Bestite,Vega,5,7,5,Chanceite,Orion Nebula,8,4,6,Rath
Lodestar,Wildmutt,Cellite,Tierra Nova,7,4,10,Chanceite,Epsilon Eridani,8,4,6,Lodestar
Pesky Dust,Way Big,Simpleite,Nexus Prime,6,7,8,Formite,Tierra Nova,7,8,10,Toepick
Walkatrout,Jury Rigg,Taxite,Ego the Living Planet,9,8,9,Toughite,Krypton,6,8,6,Lodestar
Toepick,Wildmutt,Whereite,Xandar,7,6,9,Ontoite,Talos IV,9,6,6,Wildmutt
Frankenstrike,Eatle,Actionite,Altair IV,9,10,6,Valueite,Vulcan,5,4,5,Upchuck
Rath,Eatle,Bestite,Vega,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
NRG,AmpFibian,Earlyite,Alpha Centauri,8,4,8,Particularite,Krypton,9,4,10,NRG
Frankenstrike,Snare-oh,Actionite,Tierra Nova,9,5,8,Aite,Hala,5,5,6,Gravattack
Crashhopper,Jetray,Colorite,Vega,7,7,9,Dealite,Altair IV,5,8,10,Crashhopper
Rath,Eatle,Bestite,Vega,5,8,8,Valueite,Orion Nebula,5,7,5,Eatle
Overflow,Big Chill,Receiveite,Xandar,7,6,9,Sourceite,Vortis,9,5,10,Blitzwolfer
Blitzwolfer,Toepick,Storeite,Tierra Nova,9,9,6,Townite,Tau Ceti,8,6,9,Snare-oh
Ultimate Humungousaur,Jetray,Togetherite,Nebulon,10,4,7,Dealite,Tau Ceti,9,8,10,Jetray
Walkatrout,Grey Matter,Receiveite,Epsilon Eridani,10,10,7,Groundite,Vortis,7,4,8,Blitzwolfer
Eye Guy,Jetray,Middleite,Kratos IV,10,4,6,Dealite,Altair IV,9,8,10,Fasttrack
Four Arms,Wildmutt,Decideite,Orion Nebula,9,5,8,Chanceite,Epsilon Eridani,8,9,9,Gravattack
Astrodactyl,Ultimate Way Big,Acrossite,Vortis,8,6,8,Threeite,Hala,5,4,7,Astrodactyl
Gravattack,Wildmutt,Greenite,Kratos IV,5,7,5,Chanceite,Krypton,8,4,6,Gravattack
Four Arms,Wildmutt,Decideite,Epsilon Eridani,10,4,8,Chanceite,Epsilon Eridani,8,4,8,Lodestar
Shock Rock,Ultimate Big Chill,Littleite,Rylos,7,4,10,Herite,Krypton,9,4,10,Ultimate Big Chill
Walkatrout,Grey Matter,Taxite,Vulcan,5,6,7,Threeite,Hala,8,5,8,Toepick
Four Arms,Four Arms,Formite,Tierra Nova,5,5,10,Decideite,Epsilon Eridani,9,6,5,Way Big
Terraspin,Grey Matter,Receiveite,Nebulon,9,10,10,Threeite,Hala,7,4,8,Cannonbolt
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,10,Groundite,Krypton,8,4,6,Grey Matter
Lodestar,Ultimate Way Big,Cellite,Vortis,8,8,6,Threeite,Hala,6,4,8,Jury Rigg
Crashhopper,Snare-oh,Colorite,Vega,7,7,9,Aite,Zantron,5,8,5,Crashhopper
Walkatrout,Grey Matter,Taxite,Vulcan,5,8,6,Groundite,Hala,6,8,6,The Worst
Overflow,Big Chill,Eastite,Sirius,10,7,10,Sourceite,Vortis,9,5,8,Wildmutt
Slapback,Ultimate Way Big,Personite,Orion Nebula,9,6,6,Threeite,Hala,8,4,9,Terraspin
AmpFibian,Jetray,Particularite,Tau Ceti,8,4,8,Dealite,Krypton,7,8,10,NRG
Crashhopper,Ultimate Wildmutt,Colorite,Vega,7,9,9,Respondite,Altair IV,10,8,5,Ultimate Wildmutt
Lodestar,Ultimate Way Big,Cellite,Alpha Centauri,8,8,6,Threeite,Krypton,7,4,6,Terraspin
Jetray,Ultimate Wildmutt,Yardite,Vega,5,8,9,Respondite,Altair IV,9,8,7,Mole-Stache
Frankenstrike,Snare-oh,Actionite,Xenon,7,4,7,Aite,Orion Nebula,5,6,9,Frankenstrike
Crashhopper,AmpFibian,Colorite,Altair IV,7,10,10,Particularite,Tierra Nova,9,10,5,Fasttrack
Gravattack,Wildmutt,Greenite,Kratos IV,7,6,6,Chanceite,Epsilon Eridani,8,6,9,Gravattack
Alien X,Ultimate Way Big,Indeedite,Solaris,6,8,9,Herite,Krypton,9,10,10,Lodestar
Slapback,Ultimate Way Big,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Terraspin,Ultimate Way Big,Mostite,Andromeda Prime,9,8,6,Threeite,Hala,9,10,7,Lodestar
Blitzwolfer,Toepick,Storeite,Hala,9,5,8,Whereite,Hala,8,9,9,Gravattack
Frankenstrike,Snare-oh,Actionite,Vega,7,9,9,Aite,Vulcan,5,10,5,Frankenstrike
Frankenstrike,Ultimate Big Chill,Actionite,Rylos,9,8,8,Electionite,Krypton,9,4,10,NRG
Alien X,Ultimate Way Big,Personite,Rylos,6,6,8,Threeite,Krypton,10,10,10,Humungousaur
